iter	Passed	Remaining
322	425	3527
323	426	3522
324	427	3518
325	428	3513
326	429	3507
327	430	3503
328	430	3498
329	431	3493
330	432	3489
331	433	3483
332	434	3478
333	435	3474
334	436	3469
335	437	3465
336	438	3461
337	438	3457
338	439	3452
339	440	3448
340	441	3444
341	442	3440
342	443	3436
343	444	3431
344	445	3427
345	446	3423
346	447	3418
347	447	3413
348	448	3409
349	449	3405
350	450	3401
351	451	3397
352	452	3392
353	453	3388
354	454	3384
355	455	3380
356	456	3376
357	457	3372
358	457	3368
359	458	3364
360	459	3360
361	460	3356
362	461	3352
363	462	3348
364	463	3344
365	464	3340
366	465	3336
367	465	3332
368	466	3329
369	467	3325
370	468	3321
371	469	3318
372	470	3314
373	471	3310
374	472	3307
375	473	3303
376	474	3298
377	475	3295
378	475	3291
379	476	3287
380	477	3284
381	478	3280
382	479	3276
383	480	3273
384	481	3269
385	482	3266
386	483	3262
387	484	3258
388	485	3255
389	485	3251
390	486	3248
391	487	3244
392	488	3241
393	489	3237
394	490	3234
395	491	3230
396	492	3226
397	493	3223
398	493	3219
399	494	3216
400	495	3213
401	496	3210
402	497	3206
403	498	3203
404	499	3200
405	500	3196
406	501	3193
407	502	3190
408	503	3186
409	503	3183
410	504	3180
411	505	3176
412	506	3173
413	507	3170
414	508	3167
415	509	3163
416	510	3160
417	511	3157
418	512	3154
419	512	3151
420	513	3147
421	514	3144
422	515	3141
423	516	3138
424	517	3135
425	518	3132
426	519	3129
427	520	3126
428	521	3123
429	522	3120
430	522	3117
431	523	3113
432	524	3110
433	525	3107
434	526	3104
435	527	3102
436	528	3099
437	529	3097
438	530	3094
439	531	3091
440	532	3089
441	533	3087
442	534	3084
443	535	3081
444	536	3078
445	537	3076
446	538	3073
447	539	3071
448	540	3068
449	541	3066
450	542	3063
451	543	3061
452	543	3057
453	544	3054
454	545	3052
455	546	3049
456	547	3046
457	548	3044
458	549	3041
459	550	3039
460	551	3036
461	552	3034
462	553	3030
463	554	3028
464	555	3026
465	556	3023
466	557	3022
467	558	3020
468	559	3018
469	560	3017
470	561	3016
471	563	3015
472	564	3014
473	565	3013
474	566	3012
475	567	3010
476	568	3009
477	569	3007
478	571	3007
479	572	3006
480	573	3005
481	575	3004
482	576	3003
483	577	3002
484	578	3001
485	579	2999
486	580	2996
487	581	2995
488	583	2993
489	584	2992
490	585	2990
491	586	2988
492	587	2987
493	588	2985
494	589	2984
495	590	2982
496	591	2980
497	593	2979
498	594	2977
499	595	2975
500	596	2974
501	597	2972
502	598	2970
503	599	2968
504	600	2967
505	601	2965
506	602	2964
507	603	2962
508	604	2960
509	606	2959
510	607	2957
511	608	2956
512	609	2954
513	610	2953
514	611	2951
515	612	2949
516	613	2947
517	614	2945
518	615	2944
519	617	2942
520	618	2941
521	619	2939
522	620	2938
523	621	2937
524	622	2936
525	623	2934
526	625	2933
527	626	2931
528	627	2929
529	628	2927
530	629	2925
531	630	2923
532	631	2922
533	632	2921
534	633	2919
535	634	2917
536	635	2914
537	636	2913
538	637	2911
539	638	2909
540	639	2907
541	640	2905
542	641	2902
543	642	2900
544	643	2898
545	644	2895
546	645	2892
547	645	2890
548	646	2888
549	647	2885
550	648	2883
551	649	2880
552	650	2878
553	651	2875
554	652	2873
555	653	2870
556	654	2868
557	654	2866
558	655	2863
559	656	2861
560	657	2858
561	658	2856
562	659	2854
563	660	2851
564	661	2849
565	662	2847
566	662	2844
567	663	2842
568	664	2840
569	665	2837
570	666	2835
571	667	2833
572	668	2831
573	669	2828
574	670	2826
575	671	2823
576	671	2821
577	672	2818
578	673	2816
579	674	2813
580	675	2811
581	676	2809
582	677	2807
583	678	2805
584	678	2802
585	679	2800
586	680	2798
587	681	2796
588	682	2794
589	683	2791
590	684	2790
591	685	2787
592	686	2785
593	687	2783
594	687	2780
595	688	2778
596	689	2775
597	690	2773
598	691	2771
599	692	2769
600	693	2766
601	693	2764
602	694	2762
603	695	2760
604	696	2757
605	697	2755
606	698	2753
607	699	2751
608	700	2749
609	701	2747
610	702	2745
611	702	2742
612	703	2740
613	704	2738
614	705	2736
615	706	2734
616	707	2732
617	708	2730
618	709	2728
619	710	2726
620	711	2724
621	712	2722
622	713	2720
623	713	2718
624	714	2716
625	715	2714
626	716	2712
627	717	2710
628	718	2708
629	719	2705
630	720	2703
631	721	2701
632	721	2699
633	722	2697
634	723	2695
635	724	2693
636	725	2691
637	726	2689
638	727	2687
639	728	2685
640	729	2683
641	729	2680
642	730	2678
643	731	2676
644	732	2674
645	733	2672
646	734	2670
647	735	2668
648	736	2666
649	737	2665
650	738	2663
651	738	2661
652	739	2659
653	740	2657
654	741	2655
655	742	2653
656	743	2650
657	744	2648
658	745	2646
659	745	2644
660	746	2642
661	747	2640
662	748	2639
663	749	2637
664	750	2635
665	751	2633
666	752	2631
667	753	2629
668	754	2627
669	754	2625
670	755	2623
671	756	2621
672	757	2619
673	758	2616
674	759	2614
675	760	2613
676	760	2611
677	761	2609
678	762	2607
679	763	2605
680	764	2603
681	765	2601
682	766	2600
683	767	2598
684	768	2596
685	769	2594
686	769	2592
687	770	2590
688	771	2588
689	772	2586
690	773	2584
691	774	2583
692	775	2581
693	776	2579
694	777	2577
695	778	2575
696	778	2573
697	779	2571
698	780	2569
699	781	2568
700	782	2566
701	783	2564
702	784	2562
703	785	2560
704	786	2559
705	787	2557
706	787	2555
707	788	2553
708	789	2552
709	790	2550
710	791	2548
711	792	2546
712	793	2544
713	794	2543
714	795	2541
715	795	2538
716	796	2537
717	797	2535
718	798	2533
719	799	2531
720	800	2530
721	801	2528
722	802	2526
723	803	2524
724	803	2522
725	804	2521
726	805	2519
727	806	2517
728	807	2515
729	808	2514
730	809	2512
731	810	2510
732	811	2508
733	812	2507
734	812	2505
735	813	2503
736	814	2501
737	815	2499
738	816	2498
739	817	2496
740	818	2494
741	819	2492
742	820	2491
743	820	2489
744	821	2487
745	822	2486
746	823	2484
747	824	2482
748	825	2481
749	826	2479
750	827	2477
751	828	2475
752	829	2474
753	830	2472
754	830	2470
755	831	2468
756	832	2466
757	833	2464
758	834	2462
759	835	2461
760	835	2459
761	836	2457
762	837	2455
763	838	2454
764	839	2452
765	840	2450
766	841	2448
767	842	2447
768	843	2445
769	843	2444
770	844	2442
771	845	2440
772	846	2439
773	847	2437
774	848	2435
775	849	2434
776	850	2432
777	851	2430
778	852	2429
779	852	2427
780	853	2425
781	854	2424
782	855	2422
783	856	2420
784	857	2418
785	858	2417
786	859	2415
787	859	2413
788	860	2412
789	861	2410
790	862	2408
791	863	2407
792	864	2405
793	865	2403
794	866	2402
795	866	2400
796	867	2398
797	868	2397
798	869	2395
799	870	2393
800	871	2391
801	872	2390
802	873	2388
803	874	2387
804	874	2385
805	875	2384
806	876	2382
807	877	2380
808	878	2379
809	879	2377
810	880	2376
811	881	2374
812	882	2373
813	883	2371
814	883	2369
815	884	2368
816	885	2366
817	886	2364
818	887	2362
819	888	2361
820	889	2359
821	890	2358
822	891	2357
823	891	2355
824	892	2354
825	893	2352
826	894	2351
827	895	2349
828	896	2348
829	897	2346
830	898	2345
831	899	2343
832	900	2341
833	901	2340
834	901	2338
835	902	2336
836	903	2335
837	904	2334
838	905	2332
839	906	2331
840	907	2329
841	908	2328
842	909	2326
843	910	2325
844	911	2323
845	912	2322
846	913	2320
847	913	2319
848	914	2317
849	915	2316
850	916	2314
851	917	2313
852	918	2312
853	919	2310
854	920	2309
855	921	2307
856	922	2305
857	923	2304
858	924	2303
859	924	2301
860	925	2300
861	926	2298
862	927	2296
863	928	2295
864	929	2293
865	930	2292
866	931	2291
867	932	2289
868	933	2288
869	934	2286
870	935	2285
871	935	2284
872	936	2282
873	937	2281
874	938	2279
875	939	2278
876	940	2276
877	941	2275
878	942	2273
879	943	2272
880	944	2270
881	945	2269
882	945	2267
883	946	2266
884	947	2264
885	948	2263
886	949	2262
887	950	2260
888	951	2259
889	952	2258
890	953	2256
891	954	2255
892	955	2253
893	956	2252
894	956	2250
895	957	2249
896	958	2247
897	959	2246
898	960	2244
899	961	2243
900	962	2241
901	963	2240
902	963	2238
903	964	2237
904	965	2235
905	966	2234
906	967	2232
907	968	2230
908	969	2229
909	970	2228
910	971	2226
911	971	2225
912	972	2223
913	973	2222
914	974	2221
915	975	2219
916	976	2217
917	977	2216
918	978	2214
919	979	2213
920	979	2211
921	980	2210
922	981	2209
923	982	2207
924	983	2206
925	984	2204
926	985	2203
927	986	2201
928	987	2200
929	987	2199
930	988	2197
931	989	2196
932	990	2194
933	991	2193
934	992	2192
935	993	2190
936	994	2189
937	995	2188
938	996	2187
939	997	2185
940	998	2183
941	998	2182
942	999	2180
943	1000	2179
944	1001	2178
945	1002	2176
946	1003	2175
947	1004	2173
948	1005	2172
949	1006	2170
950	1006	2169
951	1007	2168
952	1008	2166
953	1009	2165
954	1010	2163
955	1011	2162
956	1012	2160
957	1013	2159
958	1013	2157
959	1014	2156
960	1015	2155
961	1016	2153
962	1017	2152
963	1018	2150
964	1019	2149
965	1020	2148
966	1021	2146
967	1022	2145
968	1022	2144
969	1023	2142
970	1024	2141
971	1025	2139
972	1026	2139
973	1027	2138
974	1028	2137
975	1029	2135
976	1030	2134
977	1031	2133
978	1032	2132
979	1033	2131
980	1034	2129
981	1035	2128
982	1036	2127
983	1037	2125
984	1038	2124
985	1039	2122
986	1040	2121
987	1041	2120
988	1042	2119
989	1042	2117
990	1043	2116
991	1044	2114
992	1045	2113
993	1046	2112
994	1047	2110
995	1048	2109
996	1049	2107
997	1050	2106
998	1051	2105
999	1051	2103
1000	1052	2102
1001	1053	2101
1002	1054	2099
1003	1055	2099
1004	1056	2098
1005	1057	2096
1006	1058	2095
1007	1060	2094
1008	1061	2093
1009	1062	2093
1010	1063	2092
1011	1064	2091
1012	1065	2089
1013	1066	2088
1014	1067	2087
1015	1068	2086
1016	1069	2085
1017	1070	2084
1018	1071	2082
1019	1072	2081
1020	1073	2080
1021	1074	2079
1022	1075	2078
1023	1076	2076
1024	1077	2075
1025	1078	2074
1026	1079	2073
1027	1080	2072
1028	1081	2071
1029	1082	2070
1030	1083	2068
1031	1083	2067
1032	1084	2065
1033	1086	2064
1034	1086	2063
1035	1088	2062
1036	1089	2061
1037	1090	2060
1038	1091	2059
1039	1092	2058
1040	1093	2057
1041	1093	2055
1042	1094	2054
1043	1095	2053
1044	1096	2052
1045	1098	2051
1046	1099	2050
1047	1100	2049
1048	1101	2048
1049	1102	2047
1050	1103	2046
1051	1104	2045
1052	1105	2044
1053	1106	2043
1054	1107	2042
1055	1108	2040
1056	1109	2039
1057	1110	2038
1058	1111	2037
1059	1112	2036
1060	1113	2034
1061	1114	2033
1062	1115	2032
1063	1116	2031
1064	1117	2030
1065	1118	2030
1066	1120	2029
1067	1121	2028
1068	1122	2026
1069	1123	2025
1070	1124	2024
1071	1125	2023
1072	1126	2022
1073	1127	2021
1074	1128	2020
1075	1129	2018
1076	1130	2017
1077	1131	2016
1078	1132	2015
1079	1133	2014
1080	1134	2013
1081	1135	2011
1082	1136	2010
1083	1137	2009
1084	1137	2008
1085	1138	2007
1086	1140	2006
1087	1140	2004
1088	1141	2003
1089	1142	2002
1090	1143	2001
1091	1144	2000
1092	1145	1999
1093	1146	1998
1094	1148	1997
1095	1149	1996
1096	1149	1994
1097	1151	1993
1098	1152	1992
1099	1153	1991
1100	1153	1990
1101	1154	1989
1102	1155	1988
1103	1156	1986
1104	1157	1985
1105	1158	1984
1106	1159	1983
1107	1160	1982
1108	1161	1980
1109	1162	1979
1110	1163	1978
1111	1164	1977
1112	1165	1976
1113	1166	1974
1114	1167	1973
1115	1168	1972
1116	1169	1971
1117	1170	1970
1118	1171	1969
1119	1172	1967
1120	1173	1966
1121	1174	1965
1122	1175	1964
1123	1176	1963
1124	1177	1962
1125	1178	1961
1126	1179	1960
1127	1180	1958
1128	1181	1957
1129	1182	1956
1130	1183	1955
1131	1184	1953
1132	1185	1952
1133	1186	1951
1134	1186	1950
1135	1187	1948
1136	1188	1947
1137	1189	1946
1138	1190	1945
1139	1191	1944
1140	1192	1942
1141	1193	1941
1142	1194	1940
1143	1195	1939
1144	1196	1938
1145	1197	1937
1146	1198	1936
1147	1199	1935
1148	1200	1934
1149	1201	1932
1150	1202	1931
1151	1203	1930
1152	1204	1929
1153	1205	1928
1154	1206	1927
1155	1207	1926
1156	1208	1925
1157	1209	1924
1158	1210	1922
1159	1211	1921
1160	1212	1920
1161	1213	1919
1162	1214	1918
1163	1215	1917
1164	1216	1915
1165	1217	1914
1166	1218	1913
1167	1219	1912
1168	1220	1911
1169	1221	1910
1170	1222	1909
1171	1223	1908
1172	1224	1906
1173	1225	1905
1174	1226	1904
1175	1227	1903
1176	1228	1902
1177	1229	1901
1178	1230	1900
1179	1231	1899
1180	1232	1898
1181	1233	1897
1182	1234	1896
1183	1235	1895
1184	1237	1894
1185	1238	1893
1186	1239	1892
1187	1240	1891
1188	1241	1890
1189	1242	1890
1190	1243	1888
1191	1244	1887
1192	1245	1886
1193	1246	1885
1194	1247	1884
1195	1248	1883
1196	1249	1882
1197	1250	1881
1198	1251	1880
1199	1252	1879
1200	1253	1877
1201	1254	1876
1202	1255	1875
1203	1256	1874
1204	1257	1873
1205	1258	1872
1206	1259	1871
1207	1260	1870
1208	1261	1869
1209	1262	1868
1210	1263	1867
1211	1264	1866
1212	1265	1864
1213	1266	1863
1214	1267	1862
1215	1268	1861
1216	1270	1860
1217	1271	1859
1218	1272	1858
1219	1273	1857
1220	1273	1856
1221	1274	1854
1222	1275	1853
1223	1276	1852
1224	1277	1851
1225	1278	1850
1226	1279	1848
1227	1280	1847
1228	1281	1846
1229	1282	1845
1230	1283	1844
1231	1284	1842
1232	1285	1841
1233	1286	1840
1234	1286	1839
1235	1287	1838
1236	1288	1836
1237	1289	1835
1238	1290	1834
1239	1291	1833
1240	1292	1831
1241	1293	1830
1242	1294	1830
1243	1295	1829
1244	1296	1828
1245	1298	1827
1246	1299	1826
1247	1300	1825
1248	1301	1824
1249	1301	1822
1250	1303	1821
1251	1303	1820
1252	1305	1819
1253	1306	1818
1254	1307	1817
1255	1308	1816
1256	1309	1815
1257	1310	1814
1258	1311	1812
1259	1312	1811
1260	1313	1810
1261	1314	1809
1262	1315	1808
1263	1316	1807
1264	1317	1806
1265	1318	1805
1266	1319	1804
1267	1320	1803
1268	1321	1802
1269	1322	1800
1270	1323	1799
1271	1324	1798
1272	1324	1797
1273	1326	1796
1274	1327	1795
1275	1328	1794
1276	1329	1793
1277	1330	1792
1278	1331	1791
1279	1332	1790
1280	1333	1789
1281	1334	1788
1282	1335	1787
1283	1336	1785
1284	1337	1784
1285	1338	1783
1286	1339	1782
1287	1340	1781
1288	1341	1780
1289	1342	1779
1290	1343	1778
1291	1344	1777
1292	1345	1775
1293	1346	1774
1294	1347	1773
1295	1348	1772
1296	1348	1771
1297	1349	1770
1298	1350	1768
1299	1351	1767
1300	1353	1766
1301	1354	1765
1302	1355	1765
1303	1356	1764
1304	1357	1763
1305	1358	1762
1306	1359	1761
1307	1360	1759
1308	1361	1758
1309	1362	1757
1310	1363	1756
1311	1364	1755
1312	1365	1754
1313	1366	1752
1314	1367	1751
1315	1368	1750
1316	1369	1749
1317	1370	1748
1318	1371	1747
1319	1372	1746
1320	1372	1745
1321	1373	1743
1322	1374	1742
1323	1375	1741
1324	1376	1740
1325	1377	1739
1326	1378	1738
1327	1379	1737
1328	1380	1735
1329	1381	1735
1330	1382	1734
1331	1384	1733
1332	1385	1732
1333	1386	1731
1334	1387	1729
1335	1388	1728
1336	1388	1727
1337	1390	1726
1338	1390	1725
1339	1391	1724
1340	1392	1723
1341	1393	1721
1342	1394	1720
1343	1395	1719
1344	1396	1718
1345	1397	1717
1346	1398	1716
1347	1399	1715
1348	1400	1713
1349	1401	1712
1350	1402	1711
1351	1403	1710
1352	1404	1709
1353	1405	1708
1354	1406	1707
1355	1407	1706
1356	1408	1705
1357	1409	1703
1358	1410	1702
1359	1411	1701
1360	1412	1700
1361	1413	1699
1362	1414	1698
1363	1415	1697
1364	1416	1696
1365	1417	1695
1366	1418	1694
1367	1418	1692
1368	1419	1691
1369	1420	1690
1370	1421	1689
1371	1422	1688
1372	1423	1687
1373	1424	1685
1374	1425	1684
1375	1426	1683
1376	1427	1682
1377	1428	1681
1378	1429	1680
1379	1430	1679
1380	1431	1678
1381	1432	1677
1382	1433	1676
1383	1434	1675
1384	1435	1673
1385	1436	1672
1386	1437	1671
1387	1438	1670
1388	1439	1669
1389	1440	1668
1390	1441	1667
1391	1442	1666
1392	1443	1665
1393	1444	1664
1394	1445	1663
1395	1446	1661
1396	1447	1660
1397	1448	1659
1398	1449	1658
1399	1450	1657
1400	1451	1656
1401	1452	1655
1402	1453	1654
1403	1454	1653
1404	1455	1652
1405	1456	1651
1406	1457	1649
1407	1458	1648
1408	1459	1647
1409	1460	1646
1410	1461	1645
1411	1462	1644
1412	1463	1643
1413	1464	1642
1414	1464	1640
1415	1465	1639
1416	1466	1638
1417	1467	1637
1418	1468	1636
1419	1469	1635
1420	1470	1634
1421	1471	1633
1422	1472	1632
1423	1473	1631
1424	1474	1629
1425	1475	1628
1426	1476	1627
1427	1477	1626
1428	1478	1625
1429	1479	1624
1430	1480	1623
1431	1481	1622
1432	1482	1621
1433	1483	1620
1434	1484	1619
1435	1485	1618
1436	1486	1617
1437	1487	1616
1438	1488	1615
1439	1489	1613
1440	1490	1612
1441	1491	1611
1442	1492	1610
1443	1493	1609
1444	1494	1608
1445	1495	1607
1446	1496	1606
1447	1497	1605
1448	1498	1604
1449	1499	1602
1450	1500	1602
1451	1501	1601
1452	1502	1600
1453	1504	1599
1454	1505	1598
1455	1506	1597
1456	1507	1596
1457	1508	1595
1458	1509	1593
1459	1510	1592
1460	1511	1591
1461	1512	1590
1462	1513	1589
1463	1514	1588
1464	1515	1587
1465	1516	1586
1466	1517	1585
1467	1518	1584
1468	1519	1583
1469	1520	1582
1470	1520	1580
1471	1522	1579
1472	1523	1578
1473	1524	1577
1474	1525	1576
1475	1526	1575
1476	1527	1574
1477	1528	1573
1478	1529	1572
1479	1530	1571
1480	1531	1570
1481	1532	1569
1482	1533	1568
1483	1534	1567
1484	1535	1566
1485	1536	1565
1486	1537	1564
1487	1538	1563
1488	1539	1561
1489	1540	1560
1490	1541	1559
1491	1541	1558
1492	1542	1557
1493	1543	1556
1494	1544	1554
1495	1545	1553
1496	1546	1552
1497	1547	1551
1498	1548	1550
1499	1549	1549
1500	1550	1548
1501	1551	1547
1502	1552	1546
1503	1553	1545
1504	1554	1544
1505	1555	1542
1506	1556	1541
1507	1557	1540
1508	1558	1539
1509	1559	1538
1510	1560	1537
1511	1561	1536
1512	1562	1535
1513	1563	1534
1514	1564	1533
1515	1565	1532
1516	1566	1531
1517	1568	1530
1518	1568	1529
1519	1569	1528
1520	1570	1527
1521	1571	1526
1522	1572	1525
1523	1573	1524
1524	1574	1523
1525	1575	1522
1526	1576	1521
1527	1577	1520
1528	1578	1519
1529	1579	1518
1530	1580	1516
1531	1581	1515
1532	1582	1514
1533	1583	1513
1534	1584	1512
1535	1585	1511
1536	1586	1510
1537	1587	1509
1538	1588	1508
1539	1589	1507
1540	1590	1505
1541	1591	1504
1542	1592	1503
1543	1593	1502
1544	1594	1501
1545	1595	1500
1546	1596	1499
1547	1597	1498
1548	1598	1497
1549	1599	1496
1550	1600	1494
1551	1601	1493
1552	1601	1492
1553	1603	1491
1554	1604	1490
1555	1605	1489
1556	1606	1488
1557	1607	1487
1558	1608	1486
1559	1609	1485
1560	1610	1484
1561	1611	1483
1562	1612	1482
1563	1613	1481
1564	1614	1480
1565	1615	1479
1566	1616	1478
1567	1617	1477
1568	1618	1476
1569	1619	1475
1570	1620	1474
1571	1621	1473
1572	1622	1472
1573	1623	1471
1574	1624	1470
1575	1625	1468
1576	1626	1467
1577	1627	1466
1578	1628	1465
1579	1629	1464
1580	1630	1463
1581	1631	1462
1582	1632	1461
1583	1633	1460
1584	1634	1459
1585	1635	1458
1586	1636	1457
1587	1637	1456
1588	1638	1454
1589	1639	1453
1590	1640	1452
1591	1641	1451
1592	1642	1450
1593	1643	1449
1594	1644	1448
1595	1645	1447
1596	1646	1446
1597	1647	1445
1598	1648	1444
1599	1649	1443
1600	1650	1442
1601	1651	1440
1602	1652	1439
1603	1653	1438
1604	1654	1437
1605	1655	1436
1606	1656	1435
1607	1657	1434
1608	1658	1433
1609	1658	1432
1610	1659	1431
1611	1660	1430
1612	1662	1429
1613	1662	1428
1614	1663	1426
1615	1664	1425
1616	1665	1424
1617	1666	1423
1618	1667	1422
1619	1668	1421
1620	1669	1420
1621	1670	1419
1622	1671	1417
1623	1672	1416
1624	1673	1415
1625	1673	1414
1626	1674	1413
1627	1675	1412
1628	1676	1411
1629	1677	1410
1630	1678	1408
1631	1679	1407
1632	1680	1406
1633	1681	1405
1634	1682	1404
1635	1683	1403
1636	1684	1402
1637	1685	1401
1638	1686	1400
1639	1687	1399
1640	1688	1398
1641	1689	1397
1642	1690	1396
1643	1691	1395
1644	1692	1394
1645	1693	1393
1646	1694	1392
1647	1695	1391
1648	1696	1390
1649	1697	1389
1650	1698	1388
1651	1699	1387
1652	1700	1385
1653	1701	1384
1654	1702	1383
1655	1703	1382
1656	1704	1381
1657	1705	1380
1658	1706	1379
1659	1707	1378
1660	1708	1377
1661	1709	1376
1662	1710	1375
1663	1711	1373
1664	1712	1372
1665	1713	1371
1666	1714	1370
1667	1715	1369
1668	1716	1368
1669	1716	1367
1670	1717	1366
1671	1718	1365
1672	1719	1364
1673	1720	1362
1674	1721	1361
1675	1722	1360
1676	1723	1359
1677	1724	1358
1678	1725	1357
1679	1726	1356
1680	1727	1355
1681	1728	1354
1682	1729	1353
1683	1730	1352
1684	1731	1351
1685	1733	1350
1686	1734	1349
1687	1735	1348
1688	1736	1347
1689	1737	1346
1690	1738	1345
1691	1739	1344
1692	1740	1343
1693	1740	1342
1694	1741	1341
1695	1742	1340
1696	1743	1338
1697	1744	1337
1698	1745	1336
1699	1747	1335
1700	1748	1335
1701	1749	1333
1702	1750	1332
1703	1751	1331
1704	1752	1330
1705	1753	1329
1706	1754	1328
1707	1755	1327
1708	1756	1326
1709	1757	1325
1710	1758	1324
1711	1759	1323
1712	1760	1322
1713	1761	1321
1714	1762	1320
1715	1763	1319
1716	1764	1318
1717	1765	1317
1718	1766	1316
1719	1767	1315
1720	1768	1313
1721	1769	1312
1722	1770	1311
1723	1771	1310
1724	1771	1309
1725	1772	1308
1726	1773	1307
1727	1774	1306
1728	1775	1305
1729	1776	1304
1730	1777	1303
1731	1778	1302
1732	1779	1301
1733	1780	1300
1734	1781	1299
1735	1783	1298
1736	1784	1297
1737	1785	1296
1738	1786	1295
1739	1787	1294
1740	1788	1293
1741	1789	1292
1742	1790	1291
1743	1791	1290
1744	1792	1289
1745	1793	1288
1746	1794	1287
1747	1795	1286
1748	1796	1285
1749	1797	1284
1750	1798	1282
1751	1799	1281
1752	1800	1280
1753	1801	1279
1754	1802	1278
1755	1803	1277
1756	1804	1276
1757	1805	1275
1758	1806	1274
1759	1807	1273
1760	1808	1272
1761	1809	1271
1762	1810	1270
1763	1811	1269
1764	1812	1268
1765	1813	1267
1766	1814	1266
1767	1815	1265
