iter	Passed	Remaining
1768	1816	1264
1769	1817	1263
1770	1818	1262
1771	1819	1261
1772	1820	1260
1773	1821	1258
1774	1822	1257
1775	1823	1256
1776	1824	1255
1777	1825	1254
1778	1826	1253
1779	1827	1252
1780	1828	1251
1781	1829	1250
1782	1830	1249
1783	1831	1248
1784	1832	1247
1785	1833	1246
1786	1834	1244
1787	1834	1243
1788	1835	1242
1789	1836	1241
1790	1837	1240
1791	1838	1239
1792	1839	1238
1793	1840	1237
1794	1841	1236
1795	1842	1235
1796	1843	1234
1797	1844	1233
1798	1845	1232
1799	1846	1231
1800	1847	1230
1801	1848	1229
1802	1849	1228
1803	1850	1227
1804	1851	1225
1805	1852	1224
1806	1853	1223
1807	1854	1222
1808	1855	1221
1809	1856	1220
1810	1857	1219
1811	1858	1218
1812	1859	1217
1813	1860	1216
1814	1861	1215
1815	1862	1214
1816	1863	1213
1817	1864	1212
1818	1865	1211
1819	1866	1210
1820	1867	1209
1821	1868	1208
1822	1869	1206
1823	1870	1205
1824	1871	1204
1825	1872	1203
1826	1873	1202
1827	1874	1201
1828	1875	1200
1829	1876	1199
1830	1877	1198
1831	1878	1197
1832	1879	1196
1833	1880	1195
1834	1881	1194
1835	1882	1193
1836	1883	1192
1837	1884	1191
1838	1885	1190
1839	1886	1189
1840	1887	1188
1841	1888	1187
1842	1889	1186
1843	1890	1184
1844	1891	1183
1845	1892	1182
1846	1893	1181
1847	1894	1180
1848	1894	1179
1849	1895	1178
1850	1896	1177
1851	1897	1176
1852	1898	1175
1853	1899	1174
1854	1900	1173
1855	1901	1172
1856	1902	1171
1857	1903	1170
1858	1905	1169
1859	1906	1168
1860	1906	1167
1861	1907	1166
1862	1908	1165
1863	1909	1163
1864	1910	1162
1865	1911	1161
1866	1912	1160
1867	1913	1159
1868	1914	1158
1869	1915	1157
1870	1916	1156
1871	1917	1155
1872	1918	1154
1873	1919	1153
1874	1920	1152
1875	1921	1151
1876	1922	1150
1877	1923	1149
1878	1924	1147
1879	1925	1147
1880	1926	1146
1881	1927	1145
1882	1928	1144
1883	1929	1142
1884	1930	1141
1885	1931	1140
1886	1932	1139
1887	1933	1138
1888	1934	1137
1889	1935	1136
1890	1936	1135
1891	1937	1134
1892	1938	1133
1893	1939	1132
1894	1940	1131
1895	1941	1130
1896	1942	1129
1897	1943	1128
1898	1944	1127
1899	1945	1126
1900	1946	1125
1901	1947	1124
1902	1948	1123
1903	1949	1122
1904	1950	1121
1905	1951	1120
1906	1952	1119
1907	1953	1118
1908	1954	1117
1909	1955	1116
1910	1956	1114
1911	1957	1113
1912	1958	1112
1913	1959	1111
1914	1960	1110
1915	1961	1109
1916	1962	1108
1917	1963	1107
1918	1965	1106
1919	1966	1105
1920	1967	1104
1921	1968	1103
1922	1969	1102
1923	1970	1101
1924	1971	1100
1925	1972	1099
1926	1973	1098
1927	1974	1097
1928	1975	1096
1929	1976	1095
1930	1977	1094
1931	1978	1093
1932	1979	1092
1933	1980	1091
1934	1981	1090
1935	1982	1089
1936	1983	1088
1937	1984	1087
1938	1985	1086
1939	1986	1085
1940	1987	1084
1941	1988	1083
1942	1989	1082
1943	1990	1081
1944	1991	1080
1945	1992	1079
1946	1993	1078
1947	1994	1077
1948	1996	1076
1949	1997	1075
1950	1998	1074
1951	1999	1073
1952	2000	1072
1953	2001	1071
1954	2002	1070
1955	2003	1069
1956	2004	1068
1957	2005	1067
1958	2006	1066
1959	2006	1064
1960	2007	1063
1961	2008	1062
1962	2009	1061
1963	2010	1060
1964	2011	1059
1965	2012	1058
1966	2013	1057
1967	2014	1056
1968	2015	1055
1969	2016	1054
1970	2017	1053
1971	2018	1052
1972	2019	1050
1973	2019	1049
1974	2021	1048
1975	2022	1047
1976	2023	1046
1977	2024	1045
1978	2025	1044
1979	2026	1043
1980	2027	1042
1981	2028	1041
1982	2029	1040
1983	2030	1039
1984	2031	1038
1985	2032	1037
1986	2033	1036
1987	2034	1035
1988	2035	1034
1989	2036	1033
1990	2037	1032
1991	2038	1031
1992	2039	1030
1993	2040	1029
1994	2041	1028
1995	2042	1027
1996	2043	1026
1997	2044	1025
1998	2045	1024
1999	2046	1023
2000	2047	1022
2001	2048	1021
2002	2049	1020
2003	2050	1019
2004	2051	1018
2005	2052	1017
2006	2053	1016
2007	2054	1015
2008	2055	1014
2009	2056	1013
2010	2057	1012
2011	2058	1011
2012	2059	1009
2013	2060	1008
2014	2061	1007
2015	2062	1006
2016	2063	1005
2017	2064	1004
2018	2065	1003
2019	2066	1002
2020	2067	1001
2021	2068	1000
2022	2069	999
2023	2070	998
2024	2071	997
2025	2072	996
2026	2073	995
2027	2074	994
2028	2075	993
2029	2076	992
2030	2077	991
2031	2078	990
2032	2079	989
2033	2080	988
2034	2081	987
2035	2082	986
2036	2083	985
2037	2084	983
2038	2085	982
2039	2086	981
2040	2087	980
2041	2088	979
2042	2089	978
2043	2090	977
2044	2091	976
2045	2092	975
2046	2093	974
2047	2094	973
2048	2095	972
2049	2096	971
2050	2097	970
2051	2098	969
2052	2099	968
2053	2100	967
2054	2101	966
2055	2102	965
2056	2103	964
2057	2104	963
2058	2105	962
2059	2106	961
2060	2107	960
2061	2108	959
2062	2109	958
2063	2110	957
2064	2111	956
2065	2112	955
2066	2113	954
2067	2114	953
2068	2116	952
2069	2117	951
2070	2118	950
2071	2119	949
2072	2120	948
2073	2121	947
2074	2122	946
2075	2123	945
2076	2124	944
2077	2125	943
2078	2126	942
2079	2127	941
2080	2128	939
2081	2129	938
2082	2130	938
2083	2131	937
2084	2133	936
2085	2134	935
2086	2135	934
2087	2136	933
2088	2137	932
2089	2138	931
2090	2140	930
2091	2141	929
2092	2142	928
2093	2143	927
2094	2144	926
2095	2145	925
2096	2147	924
2097	2148	923
2098	2149	922
2099	2150	921
2100	2152	920
2101	2153	919
2102	2154	919
2103	2155	918
2104	2157	917
2105	2158	916
2106	2159	915
2107	2161	914
2108	2162	913
2109	2163	912
2110	2164	911
2111	2165	910
2112	2166	909
2113	2167	908
2114	2168	907
2115	2169	906
2116	2170	905
2117	2171	904
2118	2173	903
2119	2174	902
2120	2175	901
2121	2176	900
2122	2177	899
2123	2178	898
2124	2179	897
2125	2180	896
2126	2182	895
2127	2183	894
2128	2184	893
2129	2185	892
2130	2186	891
2131	2187	890
2132	2188	889
2133	2189	888
2134	2190	887
2135	2191	886
2136	2192	885
2137	2194	884
2138	2195	883
2139	2196	882
2140	2196	881
2141	2197	880
2142	2199	879
2143	2200	878
2144	2201	877
2145	2202	876
2146	2203	875
2147	2204	874
2148	2205	873
2149	2207	872
2150	2208	871
2151	2208	870
2152	2209	869
2153	2211	868
2154	2211	867
2155	2212	866
2156	2213	865
2157	2214	864
2158	2215	863
2159	2216	862
2160	2217	861
2161	2218	859
2162	2219	858
2163	2220	857
2164	2221	856
2165	2222	855
2166	2223	854
2167	2224	853
2168	2225	852
2169	2226	851
2170	2227	850
2171	2228	849
2172	2229	848
2173	2230	847
2174	2231	846
2175	2232	845
2176	2233	844
2177	2234	843
2178	2235	842
2179	2236	841
2180	2237	840
2181	2238	839
2182	2239	838
2183	2240	837
2184	2241	836
2185	2242	835
2186	2243	834
2187	2244	833
2188	2245	832
2189	2246	831
2190	2247	829
2191	2248	828
2192	2249	827
2193	2250	826
2194	2251	825
2195	2252	824
2196	2253	823
2197	2254	822
2198	2255	821
2199	2256	820
2200	2257	819
2201	2258	818
2202	2259	817
2203	2260	816
2204	2261	815
2205	2262	814
2206	2263	813
2207	2265	812
2208	2266	811
2209	2267	810
2210	2268	809
2211	2269	808
2212	2270	807
2213	2271	806
2214	2272	805
2215	2273	804
2216	2274	803
2217	2275	802
2218	2276	801
2219	2277	800
2220	2278	799
2221	2279	797
2222	2280	796
2223	2281	795
2224	2282	794
2225	2283	793
2226	2284	792
2227	2285	791
2228	2286	790
2229	2287	789
2230	2288	788
2231	2289	787
2232	2290	786
2233	2291	785
2234	2292	784
2235	2293	783
2236	2294	782
2237	2295	781
2238	2296	780
2239	2297	779
2240	2298	778
2241	2299	777
2242	2300	776
2243	2301	775
2244	2302	774
2245	2303	773
2246	2304	772
2247	2305	771
2248	2306	770
2249	2307	769
2250	2308	768
2251	2309	767
2252	2310	766
2253	2311	764
2254	2312	763
2255	2313	762
2256	2314	761
2257	2315	760
2258	2316	759
2259	2317	758
2260	2318	757
2261	2319	756
2262	2320	755
2263	2321	754
2264	2322	753
2265	2323	752
2266	2324	751
2267	2325	750
2268	2326	749
2269	2327	748
2270	2328	747
2271	2329	746
2272	2330	745
2273	2331	744
2274	2332	743
2275	2333	742
2276	2334	741
2277	2335	740
2278	2336	739
2279	2337	738
2280	2338	737
2281	2340	736
2282	2341	735
2283	2342	734
2284	2343	733
2285	2344	732
2286	2345	731
2287	2346	730
2288	2347	729
2289	2348	728
2290	2349	726
2291	2350	725
2292	2351	724
2293	2352	724
2294	2353	722
2295	2354	721
2296	2355	720
2297	2356	719
2298	2357	718
2299	2358	717
2300	2359	716
2301	2360	715
2302	2361	714
2303	2363	713
2304	2364	712
2305	2365	711
2306	2366	710
2307	2367	709
2308	2368	708
2309	2369	707
2310	2370	706
2311	2371	705
2312	2372	704
2313	2373	703
2314	2374	702
2315	2375	701
2316	2376	700
2317	2377	699
2318	2377	698
2319	2378	697
2320	2379	696
2321	2380	695
2322	2381	694
2323	2383	693
2324	2384	692
2325	2385	691
2326	2386	690
2327	2387	689
2328	2388	688
2329	2389	687
2330	2390	685
2331	2391	684
2332	2392	683
2333	2393	682
2334	2394	681
2335	2395	680
2336	2396	679
2337	2396	678
2338	2398	677
2339	2399	676
2340	2400	675
2341	2401	674
2342	2402	673
2343	2403	672
2344	2404	671
2345	2405	670
2346	2406	669
2347	2407	668
2348	2408	667
2349	2409	666
2350	2410	665
2351	2412	664
2352	2413	663
2353	2414	662
2354	2415	661
2355	2416	660
2356	2417	659
2357	2418	658
2358	2419	657
2359	2420	656
2360	2421	655
2361	2422	654
2362	2423	653
2363	2424	652
2364	2425	651
2365	2426	650
2366	2428	649
2367	2429	648
2368	2430	647
2369	2431	646
2370	2432	645
2371	2433	644
2372	2434	643
2373	2435	642
2374	2436	641
2375	2437	640
2376	2438	639
2377	2439	638
2378	2440	637
2379	2441	636
2380	2443	635
2381	2444	634
2382	2445	633
2383	2446	632
2384	2447	631
2385	2448	630
2386	2450	629
2387	2451	628
2388	2452	627
2389	2453	626
2390	2454	625
2391	2455	624
2392	2456	623
2393	2457	622
2394	2458	621
2395	2459	620
2396	2460	619
2397	2462	618
2398	2463	617
2399	2463	615
2400	2464	614
2401	2465	613
2402	2467	612
2403	2468	611
2404	2469	610
2405	2470	609
2406	2471	608
2407	2472	607
2408	2473	606
2409	2474	605
2410	2475	604
2411	2476	603
2412	2478	602
2413	2479	601
2414	2480	600
2415	2481	599
2416	2482	598
2417	2483	597
2418	2484	596
2419	2485	595
2420	2486	594
2421	2487	593
2422	2489	592
2423	2490	591
2424	2491	590
2425	2492	589
2426	2493	588
2427	2494	587
2428	2495	586
2429	2496	585
2430	2497	584
2431	2498	583
2432	2500	582
2433	2501	581
2434	2502	580
2435	2503	579
2436	2504	578
2437	2505	577
2438	2506	576
2439	2507	575
2440	2508	574
2441	2509	573
2442	2510	572
2443	2512	571
2444	2513	570
2445	2514	569
2446	2515	568
2447	2516	567
2448	2517	566
2449	2518	565
2450	2519	564
2451	2520	563
2452	2521	562
2453	2522	561
2454	2523	560
2455	2524	559
2456	2525	558
2457	2526	557
2458	2527	556
2459	2528	555
2460	2530	554
2461	2531	553
2462	2532	552
2463	2533	551
2464	2534	550
2465	2535	549
2466	2536	548
2467	2537	547
2468	2538	546
2469	2539	544
2470	2540	543
2471	2542	542
2472	2543	541
2473	2544	540
2474	2545	539
2475	2546	538
2476	2547	537
2477	2548	536
2478	2549	535
2479	2550	534
2480	2551	533
2481	2553	532
2482	2554	531
2483	2555	530
2484	2556	529
2485	2557	528
2486	2558	527
2487	2559	526
2488	2561	525
2489	2562	524
2490	2563	523
2491	2564	522
2492	2565	521
2493	2566	520
2494	2567	519
2495	2568	518
2496	2569	517
2497	2570	516
2498	2572	515
2499	2573	514
2500	2574	513
2501	2575	512
2502	2576	511
2503	2577	510
2504	2578	509
2505	2579	508
2506	2580	507
2507	2581	506
2508	2582	505
2509	2583	504
2510	2584	503
2511	2585	502
2512	2586	501
2513	2587	500
2514	2588	499
2515	2589	498
2516	2591	497
2517	2592	496
2518	2593	495
2519	2594	494
2520	2595	493
2521	2596	492
2522	2597	491
2523	2598	490
2524	2599	489
2525	2600	488
2526	2601	486
2527	2602	485
2528	2603	484
2529	2604	483
2530	2605	482
2531	2606	481
2532	2607	480
2533	2608	479
2534	2609	478
2535	2610	477
2536	2611	476
2537	2612	475
2538	2613	474
2539	2614	473
2540	2615	472
2541	2616	471
2542	2617	470
2543	2619	469
2544	2619	468
2545	2621	467
2546	2622	466
2547	2623	465
2548	2624	464
2549	2625	463
2550	2626	462
2551	2627	461
2552	2628	460
2553	2629	459
2554	2630	458
2555	2631	457
2556	2632	456
2557	2633	455
2558	2635	454
2559	2636	453
2560	2637	452
2561	2638	451
2562	2639	449
2563	2640	448
2564	2641	447
2565	2642	446
2566	2643	445
2567	2644	444
2568	2645	443
2569	2646	442
2570	2647	441
2571	2648	440
2572	2649	439
2573	2651	438
2574	2652	437
2575	2653	436
2576	2654	435
2577	2655	434
2578	2656	433
2579	2657	432
2580	2658	431
2581	2659	430
2582	2660	429
2583	2660	428
2584	2662	427
2585	2663	426
2586	2664	425
2587	2665	424
2588	2666	423
2589	2667	422
2590	2669	421
2591	2670	420
2592	2671	419
2593	2672	418
2594	2673	417
2595	2674	416
2596	2675	415
2597	2676	414
2598	2677	413
2599	2679	412
2600	2680	411
2601	2681	410
2602	2682	409
2603	2683	408
2604	2684	407
2605	2685	405
2606	2686	404
2607	2687	403
2608	2688	402
2609	2689	401
2610	2690	400
2611	2691	399
2612	2692	398
2613	2693	397
2614	2694	396
2615	2695	395
2616	2696	394
2617	2697	393
2618	2698	392
2619	2699	391
2620	2700	390
2621	2701	389
2622	2702	388
2623	2703	387
2624	2704	386
2625	2705	385
2626	2706	384
2627	2707	383
2628	2708	382
2629	2709	381
2630	2710	380
2631	2711	379
2632	2712	378
2633	2713	377
2634	2714	376
2635	2715	374
2636	2716	373
2637	2717	372
2638	2718	371
2639	2719	370
2640	2720	369
2641	2721	368
2642	2722	367
2643	2724	366
2644	2725	365
2645	2726	364
2646	2727	363
2647	2728	362
2648	2729	361
2649	2730	360
2650	2731	359
2651	2732	358
2652	2733	357
2653	2734	356
2654	2735	355
2655	2736	354
2656	2737	353
2657	2738	352
2658	2739	351
2659	2740	350
2660	2741	349
2661	2742	348
2662	2743	347
2663	2744	346
2664	2745	345
2665	2746	344
2666	2747	343
2667	2748	342
2668	2749	341
2669	2750	339
2670	2751	338
2671	2752	337
2672	2754	336
2673	2755	335
2674	2756	334
2675	2757	333
2676	2757	332
2677	2758	331
2678	2759	330
2679	2760	329
2680	2761	328
2681	2762	327
2682	2763	326
2683	2764	325
2684	2765	324
2685	2766	323
2686	2767	322
2687	2768	321
2688	2769	320
2689	2770	319
2690	2771	318
2691	2772	317
2692	2773	316
2693	2774	315
2694	2775	314
2695	2776	313
2696	2777	312
2697	2778	311
2698	2779	310
2699	2780	308
2700	2781	307
2701	2782	306
2702	2783	305
2703	2784	304
2704	2785	303
2705	2786	302
2706	2787	301
2707	2788	300
2708	2789	299
2709	2790	298
2710	2791	297
2711	2792	296
2712	2793	295
2713	2794	294
2714	2795	293
2715	2796	292
2716	2797	291
2717	2798	290
2718	2799	289
2719	2800	288
2720	2801	287
2721	2802	286
2722	2803	285
2723	2804	284
2724	2805	283
2725	2806	282
2726	2807	281
2727	2808	279
2728	2809	278
2729	2810	277
2730	2811	276
2731	2812	275
2732	2813	274
2733	2814	273
2734	2815	272
2735	2816	271
2736	2817	270
2737	2818	269
2738	2819	268
2739	2820	267
2740	2821	266
2741	2822	265
2742	2823	264
2743	2824	263
2744	2825	262
2745	2826	261
2746	2827	260
2747	2828	259
2748	2829	258
2749	2830	257
2750	2831	256
2751	2832	255
2752	2833	254
2753	2834	253
2754	2835	252
2755	2836	251
2756	2837	250
2757	2838	249
2758	2839	248
2759	2840	246
2760	2841	245
2761	2842	244
2762	2843	243
2763	2844	242
2764	2845	241
2765	2846	240
2766	2847	239
2767	2848	238
2768	2849	237
2769	2849	236
2770	2850	235
2771	2851	234
2772	2852	233
2773	2853	232
2774	2854	231
2775	2855	230
2776	2857	229
2777	2857	228
2778	2858	227
2779	2859	226
2780	2860	225
2781	2861	224
2782	2862	223
2783	2863	222
2784	2864	221
2785	2865	220
2786	2866	219
2787	2867	218
2788	2868	217
2789	2869	216
2790	2870	214
2791	2872	213
2792	2873	212
2793	2874	211
2794	2875	210
2795	2876	209
2796	2877	208
2797	2878	207
2798	2879	206
2799	2880	205
2800	2881	204
2801	2882	203
2802	2883	202
2803	2884	201
2804	2885	200
2805	2886	199
2806	2887	198
2807	2888	197
2808	2889	196
2809	2890	195
2810	2891	194
2811	2892	193
2812	2893	192
2813	2894	191
2814	2895	190
2815	2896	189
2816	2898	188
2817	2899	187
2818	2900	186
2819	2901	185
2820	2902	184
2821	2903	183
2822	2904	182
2823	2905	181
2824	2907	180
2825	2908	179
2826	2909	178
2827	2910	177
2828	2911	175
2829	2912	174
2830	2913	173
2831	2915	172
2832	2916	171
2833	2917	170
2834	2918	169
2835	2920	168
2836	2921	167
2837	2922	166
2838	2923	165
2839	2925	164
2840	2926	163
2841	2928	162
2842	2929	161
2843	2930	160
2844	2931	159
2845	2933	158
2846	2934	157
2847	2935	156
2848	2936	155
2849	2938	154
2850	2939	153
2851	2940	152
2852	2941	151
2853	2942	150
2854	2944	149
2855	2945	148
2856	2946	147
2857	2948	146
2858	2949	145
2859	2950	144
2860	2951	143
2861	2952	142
2862	2953	141
2863	2955	140
2864	2956	139
2865	2957	138
2866	2959	137
2867	2960	136
2868	2961	135
2869	2962	134
2870	2963	133
2871	2964	132
2872	2965	131
2873	2966	130
2874	2967	129
2875	2969	128
2876	2970	126
2877	2971	125
2878	2972	124
2879	2974	123
2880	2975	122
2881	2976	121
2882	2978	120
2883	2979	119
2884	2980	118
2885	2981	117
2886	2982	116
2887	2983	115
2888	2984	114
2889	2985	113
2890	2986	112
2891	2987	111
2892	2989	110
2893	2990	109
2894	2991	108
2895	2992	107
2896	2993	106
2897	2994	105
2898	2995	104
2899	2997	103
2900	2998	102
2901	2999	101
2902	2999	100
2903	3001	99
2904	3002	98
2905	3003	97
2906	3004	96
2907	3005	95
2908	3006	94
2909	3007	93
2910	3008	91
2911	3009	90
2912	3010	89
2913	3011	88
2914	3012	87
2915	3013	86
2916	3014	85
2917	3015	84
2918	3016	83
2919	3017	82
2920	3018	81
2921	3019	80
2922	3020	79
2923	3021	78
2924	3022	77
2925	3023	76
2926	3024	75
2927	3026	74
2928	3027	73
2929	3028	72
2930	3029	71
2931	3030	70
2932	3031	69
2933	3032	68
2934	3033	67
2935	3034	66
2936	3035	65
2937	3036	64
2938	3037	63
2939	3038	62
2940	3039	60
2941	3040	59
2942	3041	58
2943	3042	57
2944	3043	56
2945	3044	55
2946	3045	54
2947	3047	53
2948	3048	52
2949	3049	51
2950	3050	50
2951	3051	49
2952	3052	48
2953	3053	47
2954	3054	46
2955	3055	45
2956	3056	44
2957	3057	43
2958	3058	42
2959	3059	41
2960	3060	40
2961	3061	39
2962	3062	38
2963	3063	37
2964	3064	36
2965	3065	35
2966	3066	34
2967	3067	33
2968	3068	32
2969	3069	31
2970	3070	29
2971	3071	28
2972	3072	27
2973	3073	26
2974	3074	25
2975	3075	24
2976	3076	23
2977	3077	22
2978	3078	21
2979	3079	20
2980	3080	19
2981	3081	18
2982	3082	17
2983	3083	16
2984	3084	15
2985	3085	14
2986	3086	13
2987	3087	12
2988	3088	11
2989	3089	10
2990	3090	9
2991	3091	8
2992	3092	7
2993	3093	6
2994	3094	5
2995	3095	4
2996	3097	3
2997	3098	2
2998	3099	1
2999	3100	0
