iter	Logloss
295	0.6745667152
296	0.6745181477
297	0.6744535277
298	0.6743915542
299	0.6743267778
300	0.6742659205
301	0.6741972577
302	0.6741268159
303	0.6740625435
304	0.6740013142
305	0.6739469015
306	0.6738940365
307	0.673825349
308	0.673766723
309	0.673705867
310	0.6736475427
311	0.673590371
312	0.6735222567
313	0.6734632694
314	0.6734054802
315	0.6733401357
316	0.6732877181
317	0.6732327783
318	0.6731717477
319	0.6731069876
320	0.6730486037
321	0.6729837724
322	0.6729280026
323	0.6728616506
324	0.6728025661
325	0.6727375147
326	0.6726838373
327	0.6726161769
328	0.6725554997
329	0.6724947693
330	0.6724364356
331	0.672384187
332	0.6723225662
333	0.6722605573
334	0.6722016147
335	0.6721381679
336	0.6720809574
337	0.6720249621
338	0.6719583291
339	0.6718956295
340	0.671835887
341	0.6717782792
342	0.6717144056
343	0.6716515336
344	0.6715819977
345	0.6715176459
346	0.6714601888
347	0.6714082122
348	0.671347016
349	0.6712777058
350	0.6712165588
351	0.6711462086
352	0.6710789569
353	0.6710204929
354	0.6709566453
355	0.6708933092
356	0.6708462873
357	0.670785669
358	0.6707276262
359	0.6706697936
360	0.6706043468
361	0.6705382065
362	0.6704840178
363	0.6704411934
364	0.6703755002
365	0.6703227142
366	0.6702593978
367	0.6702017071
368	0.6701472309
369	0.6700791703
370	0.6700213124
371	0.6699787656
372	0.6699125621
373	0.6698444575
374	0.669787992
375	0.6697241119
376	0.6696676423
377	0.6696095195
378	0.6695505588
379	0.6694966733
380	0.6694314796
381	0.6693730805
382	0.6693086676
383	0.6692451275
384	0.669198434
385	0.6691455712
386	0.6690820681
387	0.6690188089
388	0.6689531047
389	0.6688812925
390	0.6688167311
391	0.6687565164
392	0.6686984904
393	0.6686374084
394	0.6685841214
395	0.6685322212
396	0.6684756412
397	0.6684170608
398	0.6683611256
399	0.668306954
400	0.6682496204
401	0.6681922816
402	0.6681290636
403	0.6680664017
404	0.6679994343
405	0.6679344582
406	0.6678747501
407	0.6678181632
408	0.6677646718
409	0.6677036156
410	0.6676490722
411	0.66758177
412	0.6675151349
413	0.6674604321
414	0.667394355
415	0.6673373946
416	0.6672798326
417	0.6672189094
418	0.6671591147
419	0.6671033414
420	0.6670430696
421	0.6669878586
422	0.666929218
423	0.6668699309
424	0.6668098123
425	0.6667520976
426	0.6666947359
427	0.6666343844
428	0.6665759759
429	0.6665083083
430	0.6664547838
431	0.6664124404
432	0.6663463437
433	0.6662821486
434	0.666217789
435	0.6661568569
436	0.6660957001
437	0.6660380045
438	0.665978815
439	0.6659185939
440	0.6658555817
441	0.665793639
442	0.6657340704
443	0.6656717131
444	0.6656110073
445	0.6655587733
446	0.6655059559
447	0.6654430501
448	0.6653780066
449	0.6653133636
450	0.6652721734
451	0.6652159552
452	0.6651791638
453	0.6651275879
454	0.665064302
455	0.6650057977
456	0.6649431856
457	0.6648882606
458	0.6648345553
459	0.6647690537
460	0.664714161
461	0.6646539998
462	0.6646065642
463	0.6645423428
464	0.6644938832
465	0.6644327421
466	0.6643784044
467	0.6643214728
468	0.6642797361
469	0.664223861
470	0.664167031
471	0.6640973692
472	0.6640329483
473	0.6639758063
474	0.6639224196
475	0.6638634177
476	0.6638069029
477	0.6637497377
478	0.6636866247
479	0.6636365966
480	0.6635785565
481	0.6635193636
482	0.6634525293
483	0.663395403
484	0.6633422381
485	0.6632792517
486	0.6632317591
487	0.663171884
488	0.663107685
489	0.6630446592
490	0.6629943453
491	0.6629353679
492	0.6628829349
493	0.662819299
494	0.6627552391
495	0.662691822
496	0.6626334457
497	0.6625726353
498	0.6625173024
499	0.6624569467
500	0.66240496
501	0.6623543645
502	0.6622925726
503	0.6622383715
504	0.6621743758
505	0.6621267676
506	0.6620733882
507	0.6620076786
508	0.66194723
509	0.6618920626
510	0.6618255942
511	0.6617648762
512	0.661710104
513	0.6616503849
514	0.6616148289
515	0.6615578964
516	0.6615006466
517	0.6614469304
518	0.6613909501
519	0.6613361127
520	0.6612730189
521	0.6612127052
522	0.6611687345
523	0.6611167559
524	0.6610549943
525	0.6609939544
526	0.6609356491
527	0.6608670881
528	0.6608157589
529	0.6607639815
530	0.6606992966
531	0.6606412833
532	0.6605819594
533	0.6605139827
534	0.6604580747
535	0.6603982363
536	0.6603488675
537	0.660288255
538	0.6602244771
539	0.6601698149
540	0.6601150679
541	0.6600639542
542	0.6600015255
543	0.6599392473
544	0.6598857272
545	0.6598208255
546	0.6597711845
547	0.6597173389
548	0.6596766627
549	0.6596142009
550	0.6595639952
551	0.6595023214
552	0.6594511787
553	0.6593992031
554	0.6593358291
555	0.6592715063
556	0.6592187868
557	0.659163903
558	0.6591072672
559	0.659057273
560	0.6590009983
561	0.6589509501
562	0.658892407
563	0.6588428514
564	0.6587912039
565	0.6587370686
566	0.6586900472
567	0.6586339731
568	0.6585745257
569	0.6585108782
570	0.6584545555
571	0.658385388
572	0.6583185838
573	0.6582609008
574	0.6582068749
575	0.6581587615
576	0.6581231234
577	0.6580630724
578	0.6580088976
579	0.657971337
580	0.6579148196
581	0.6578631936
582	0.6578067774
583	0.6577445709
584	0.6576871206
585	0.6576340216
586	0.6575814699
587	0.6575193446
588	0.6574642522
589	0.6574069622
590	0.6573508639
591	0.6573088549
592	0.6572579673
593	0.6571953721
594	0.6571330509
595	0.6570864641
596	0.6570299254
597	0.6569755944
598	0.6569193261
599	0.6568580691
600	0.6568026784
601	0.6567614857
602	0.6567093392
603	0.6566517825
604	0.6565886038
605	0.656528813
606	0.6564718373
607	0.6564166963
608	0.6563637019
609	0.6563138765
610	0.6562625902
611	0.6561942882
612	0.6561314691
613	0.6560874829
614	0.6560302901
615	0.6559666233
616	0.6559105008
617	0.6558534098
618	0.6557970324
619	0.6557358308
620	0.6556793922
621	0.6556121893
622	0.6555547722
623	0.6554900427
624	0.6554365123
625	0.655372204
626	0.6553134882
627	0.6552549334
628	0.6551998812
629	0.655154094
630	0.6550994478
631	0.6550394057
632	0.6549887383
633	0.654931511
634	0.6548737337
635	0.6548132863
636	0.6547616417
637	0.654704154
638	0.6546436041
639	0.6545886296
640	0.6545280962
641	0.6544757362
642	0.6544198422
643	0.6543613408
644	0.6543006805
645	0.6542402386
646	0.654171862
647	0.6541112644
648	0.6540479657
649	0.6539869047
650	0.6539296755
651	0.6538640557
652	0.6537971953
653	0.6537446767
654	0.6536914517
655	0.6536383143
656	0.653601102
657	0.6535449762
658	0.6534809305
659	0.6534237242
660	0.653362746
661	0.6533001862
662	0.6532455719
663	0.6531847819
664	0.6531338543
665	0.6530814688
666	0.6530291525
667	0.6529788718
668	0.6529253746
669	0.6528673704
670	0.6528252553
671	0.6527622347
672	0.6527004166
673	0.6526524928
674	0.6525926394
675	0.6525441144
676	0.6524837738
677	0.6524312302
678	0.6523759815
679	0.652323787
680	0.6522604722
681	0.6522049332
682	0.6521445027
683	0.6520843
684	0.6520345668
685	0.6519749326
686	0.6519403274
687	0.6518912238
688	0.6518327687
689	0.6517761522
690	0.6517240738
691	0.6516662658
692	0.6516085868
693	0.6515569415
694	0.6514949923
695	0.6514395577
696	0.6513975346
697	0.6513380077
698	0.6512793538
699	0.6512210297
700	0.651158092
701	0.6511048862
702	0.6510497401
703	0.6510025089
704	0.6509486419
705	0.6508899602
706	0.6508347912
707	0.6507711501
708	0.6507133811
709	0.6506541211
710	0.6506033772
711	0.650546796
712	0.6504838304
713	0.6504248617
714	0.6503720151
715	0.6503226602
716	0.6502735189
717	0.6502200527
718	0.6501666874
719	0.6501130056
720	0.6500621525
721	0.6500041793
722	0.6499548839
723	0.6499058215
724	0.6498461031
725	0.6497935554
726	0.6497412891
727	0.6496880261
728	0.6496355186
729	0.6495760904
730	0.6495203787
731	0.649462248
732	0.6494074377
733	0.6493605944
734	0.6493021903
735	0.6492512576
736	0.649185657
737	0.649130154
738	0.6490715733
739	0.6490179049
740	0.6489833891
741	0.6489341379
742	0.6488779354
743	0.6488185948
744	0.6487653431
745	0.6487114084
746	0.6486520693
747	0.6485952842
748	0.648551066
749	0.6484994928
750	0.6484396101
751	0.6483919037
752	0.6483387397
753	0.6482788401
754	0.6482346215
755	0.6481703696
756	0.6481183169
757	0.6480731466
758	0.6480189141
759	0.6479677041
760	0.6479114642
761	0.6478612568
762	0.6478025115
763	0.6477383154
764	0.6476818374
765	0.6476247376
766	0.6475682886
767	0.647517223
768	0.6474647081
769	0.6474013474
770	0.6473538594
771	0.6472902358
772	0.6472346792
773	0.64719465
774	0.6471341345
775	0.6470819062
776	0.6470182804
777	0.6469658466
778	0.6469151482
779	0.6468587287
780	0.6467973646
781	0.6467452707
782	0.6466972829
783	0.6466475549
784	0.6466015383
785	0.6465491369
786	0.6464923042
787	0.6464434707
788	0.646384405
789	0.6463397178
790	0.646288337
791	0.6462283233
792	0.6461676456
793	0.6461046141
794	0.6460499104
795	0.645995517
796	0.645942756
797	0.6458839644
798	0.6458503253
799	0.6457997993
800	0.6457401345
801	0.6456779354
802	0.6456125974
803	0.6455647509
804	0.645509718
805	0.6454530132
806	0.6453970095
807	0.6453457739
808	0.6452851607
809	0.6452276064
810	0.6451734133
811	0.6451118217
812	0.6450524925
813	0.6450018652
814	0.6449519318
815	0.6448998528
816	0.6448489094
817	0.6448022922
818	0.6447463338
819	0.6446879522
820	0.6446485444
821	0.6445950439
822	0.6445404214
823	0.6444911081
824	0.6444367663
825	0.6443844806
826	0.6443346726
827	0.6442838978
828	0.6442325829
829	0.6441817013
830	0.6441232576
831	0.6440635697
832	0.6440201099
833	0.6439589561
834	0.6439019413
835	0.6438491116
836	0.6437973258
837	0.6437484056
838	0.6436937366
839	0.6436352397
840	0.6435835071
841	0.6435274477
842	0.6434754015
843	0.6434155746
844	0.6433663624
845	0.6433106575
846	0.643252598
847	0.643198809
848	0.6431443926
849	0.6430925223
850	0.6430392648
851	0.6429871548
852	0.6429359654
853	0.6428894318
854	0.6428354324
855	0.6427746258
856	0.6427230721
857	0.6426658419
858	0.6426122642
859	0.6425652762
860	0.6425109499
861	0.6424499789
862	0.6423878133
863	0.6423426084
864	0.6422878533
865	0.6422315879
866	0.642181143
867	0.6421213058
868	0.642072518
869	0.6420122467
870	0.6419535095
871	0.6418919022
872	0.6418333682
873	0.6417742428
874	0.6417249481
875	0.6416699958
876	0.6416213142
877	0.6415682665
878	0.6415180002
879	0.641463744
880	0.6414124616
881	0.6413530754
882	0.6412976525
883	0.6412437588
884	0.6411910725
885	0.6411402101
886	0.6410887386
887	0.6410344031
888	0.6409749763
889	0.6409154753
890	0.6408631804
891	0.6408134358
892	0.6407600655
893	0.6407135889
894	0.6406620186
895	0.6406028789
896	0.6405517328
897	0.6405026485
898	0.6404426101
899	0.6403871875
900	0.640329827
901	0.6402812619
902	0.6402191228
903	0.6401686067
904	0.6401136268
905	0.6400663052
906	0.6400180885
907	0.6399743223
908	0.639923485
909	0.6398679815
910	0.6398113067
911	0.6397583994
912	0.6397040901
913	0.639653785
914	0.6396022597
915	0.6395448369
916	0.6394966824
917	0.6394457594
918	0.6393936225
919	0.6393344035
920	0.6392918959
921	0.6392479988
922	0.6391903245
923	0.6391327352
924	0.6390780073
925	0.6390290415
926	0.6389775794
927	0.6389317152
928	0.6388817638
929	0.6388331937
930	0.638769983
931	0.6387096456
932	0.6386590943
933	0.6386047681
934	0.6385529997
935	0.6384963299
936	0.6384498627
937	0.6383897514
938	0.6383387588
939	0.6382935856
940	0.6382380774
941	0.638190467
942	0.6381428801
943	0.6380870547
944	0.6380426183
945	0.6379931685
946	0.6379326841
947	0.6378742973
948	0.6378274457
949	0.6377637094
950	0.6377049746
951	0.6376486538
952	0.637596232
953	0.6375459435
954	0.6375006329
955	0.6374487704
956	0.6373928446
957	0.637339397
958	0.6372890779
959	0.6372340415
960	0.6371962063
961	0.6371375768
962	0.6370798028
963	0.6370218982
964	0.6369650032
965	0.636914227
966	0.6368629309
967	0.636802694
968	0.6367532552
969	0.6367004099
970	0.6366532723
971	0.636605775
972	0.636559102
973	0.6365103846
974	0.6364608735
975	0.6364129062
976	0.6363648992
977	0.6363160417
978	0.6362695427
979	0.6362104191
980	0.636157824
981	0.6360997998
982	0.6360433634
983	0.6359968915
984	0.6359409813
985	0.6358854898
986	0.6358323533
987	0.6357793943
988	0.6357199828
989	0.6356714986
990	0.6356208156
991	0.6355622049
992	0.6355114224
993	0.6354560131
994	0.6353982748
995	0.6353391012
996	0.6352929595
997	0.6352413497
998	0.6351832032
999	0.6351353952
1000	0.6350822011
1001	0.6350255389
1002	0.6349741769
1003	0.6349262938
1004	0.6348740069
1005	0.6348295928
1006	0.6347733968
1007	0.6347150298
1008	0.6346625311
1009	0.6346092891
1010	0.6345568
1011	0.6345006638
1012	0.6344496969
1013	0.6343920569
1014	0.6343450098
1015	0.6342958804
1016	0.6342514645
1017	0.6341923022
1018	0.6341393104
1019	0.6340890183
1020	0.6340417953
1021	0.6339902607
1022	0.6339383956
1023	0.6338810039
1024	0.6338264732
1025	0.6337727074
1026	0.6337168181
1027	0.6336600499
1028	0.6336059645
1029	0.6335549788
1030	0.6334967102
1031	0.6334674549
1032	0.6334185249
1033	0.6333594334
1034	0.6333091739
1035	0.6332585428
1036	0.6332071891
1037	0.633157574
1038	0.6331069592
1039	0.6330584453
1040	0.6330086804
1041	0.6329665958
1042	0.6329163235
1043	0.6328676124
1044	0.6328117028
1045	0.6327586068
1046	0.632709016
1047	0.6326498993
1048	0.6325958173
1049	0.6325410181
1050	0.6324927707
1051	0.6324397779
1052	0.6323837567
1053	0.632328399
1054	0.6322778914
1055	0.6322293887
1056	0.6321773932
1057	0.6321213368
1058	0.6320598875
1059	0.6320002707
1060	0.631939327
1061	0.6318900804
1062	0.6318407199
1063	0.6317843269
1064	0.6317248083
1065	0.6316741931
1066	0.6316199066
1067	0.6315663816
1068	0.6315170562
1069	0.6314728816
1070	0.6314262242
1071	0.6313704932
1072	0.6313219275
1073	0.6312686777
1074	0.631223022
1075	0.6311730743
1076	0.6311178474
1077	0.6310641856
1078	0.6310134437
1079	0.6309582496
1080	0.6309058088
1081	0.6308552664
1082	0.6308029325
1083	0.63075613
1084	0.6307004085
1085	0.6306432598
1086	0.6305835494
1087	0.6305370151
1088	0.6304920574
1089	0.6304463929
1090	0.6303969815
1091	0.6303413116
1092	0.6302940799
1093	0.6302363319
1094	0.6301847021
1095	0.630144094
1096	0.6300975717
1097	0.6300389459
1098	0.629990416
1099	0.6299461412
1100	0.629896175
1101	0.6298581123
1102	0.629803629
1103	0.6297573973
1104	0.6297022819
1105	0.6296580804
1106	0.6296078526
1107	0.6295524954
1108	0.6294992511
1109	0.6294489549
1110	0.6294066732
1111	0.6293546859
1112	0.6293006209
1113	0.6292484719
1114	0.6292017836
1115	0.6291562374
1116	0.6291041403
1117	0.6290514245
1118	0.6290053037
1119	0.6289743326
1120	0.6289257039
1121	0.6288817088
1122	0.6288369965
1123	0.6287936086
1124	0.6287435831
1125	0.6286989095
1126	0.6286482313
1127	0.6286049067
1128	0.6285567137
1129	0.6285134579
1130	0.6284628184
1131	0.6284062085
1132	0.6283511883
1133	0.6282947781
1134	0.6282513849
1135	0.6281999824
1136	0.6281491713
1137	0.6280996423
1138	0.628050547
1139	0.6280060232
1140	0.6279599278
1141	0.6279059987
1142	0.6278589621
1143	0.6278040321
1144	0.627745119
1145	0.6276957493
1146	0.6276382935
1147	0.6275895012
1148	0.6275367405
1149	0.6274805904
1150	0.6274303614
1151	0.6273868011
1152	0.6273391535
1153	0.6272959239
1154	0.6272438556
1155	0.6272001072
1156	0.6271487736
1157	0.6271010617
1158	0.6270679567
1159	0.6270101
1160	0.6269712781
1161	0.6269233338
1162	0.62688167
1163	0.6268261548
1164	0.6267817144
1165	0.6267336913
1166	0.6266772242
1167	0.6266206622
1168	0.6265670846
1169	0.626522037
1170	0.626467691
1171	0.6264248611
1172	0.626375056
1173	0.6263209875
1174	0.6262689023
1175	0.6262190744
1176	0.6261676111
1177	0.6261222809
1178	0.6260690673
1179	0.6260144686
1180	0.6259648786
1181	0.6259102942
1182	0.6258547363
1183	0.625807857
1184	0.6257605506
1185	0.6257064494
1186	0.6256527423
1187	0.6255944334
1188	0.6255407395
1189	0.6254956058
1190	0.6254426464
1191	0.6253930716
1192	0.6253471186
1193	0.6252958459
1194	0.6252501543
1195	0.6251929775
1196	0.6251473674
1197	0.6250985294
1198	0.6250453726
1199	0.6249995357
1200	0.6249532755
1201	0.6248991675
1202	0.6248513142
1203	0.6247994732
1204	0.624753021
1205	0.6247062313
1206	0.6246582378
1207	0.6246142223
1208	0.6245659358
1209	0.6245177706
1210	0.6244620316
1211	0.6244158887
1212	0.6243681467
1213	0.6243265441
1214	0.624271284
1215	0.6242230672
1216	0.6241727136
1217	0.6241160497
1218	0.6240717069
1219	0.6240221783
1220	0.623979887
1221	0.6239375893
1222	0.6238932257
1223	0.6238345744
1224	0.6237888982
1225	0.6237340757
1226	0.6236855279
1227	0.6236376002
1228	0.6235798221
1229	0.6235301759
1230	0.6234857971
1231	0.623438432
1232	0.6233875607
1233	0.6233420191
1234	0.6232989218
1235	0.6232392324
1236	0.6232000971
1237	0.6231482463
1238	0.6230923893
1239	0.6230498821
1240	0.6230020982
1241	0.6229504363
1242	0.6229043536
1243	0.6228511107
1244	0.6228070734
1245	0.6227549406
1246	0.6227047492
1247	0.6226551605
1248	0.6226156873
1249	0.6225737322
1250	0.622523855
1251	0.6224676645
1252	0.6224115769
1253	0.6223677625
1254	0.6223222759
1255	0.6222677264
1256	0.6222324834
1257	0.6221880644
1258	0.6221443964
1259	0.6220981146
1260	0.6220531717
1261	0.622004013
1262	0.6219478962
1263	0.6219043146
1264	0.6218482769
1265	0.6217898697
1266	0.6217535542
1267	0.6216977543
1268	0.6216521774
1269	0.6215999422
1270	0.6215511339
1271	0.6215033607
1272	0.6214620278
1273	0.6214077018
1274	0.6213503053
1275	0.6212981767
1276	0.6212440733
1277	0.6211890711
1278	0.6211408928
1279	0.6210970942
1280	0.621048567
1281	0.6209920293
1282	0.6209501509
1283	0.6209068649
1284	0.6208592569
1285	0.6208039533
1286	0.6207590174
1287	0.6207180368
1288	0.6206772964
1289	0.6206207827
1290	0.6205756921
1291	0.620517137
1292	0.6204625455
1293	0.620417808
1294	0.6203755388
1295	0.6203281392
1296	0.6202895812
1297	0.6202336407
1298	0.620185952
1299	0.6201379285
1300	0.6200914264
1301	0.6200482012
1302	0.6199953736
1303	0.6199523765
1304	0.6198980291
1305	0.6198469336
1306	0.619796467
1307	0.6197580223
1308	0.6197046959
1309	0.6196532106
1310	0.6196034808
1311	0.6195545226
1312	0.6195140461
1313	0.6194726388
1314	0.6194298024
1315	0.6193822966
1316	0.6193400684
1317	0.6192815188
1318	0.6192341163
1319	0.6191918914
1320	0.6191438725
1321	0.6190986164
1322	0.6190455829
1323	0.6189891891
1324	0.6189336178
1325	0.618901348
1326	0.6188550233
1327	0.6188010233
1328	0.6187550398
1329	0.6187008877
1330	0.6186518745
1331	0.6186076486
1332	0.6185585557
1333	0.6185067721
1334	0.6184623743
1335	0.6184220027
1336	0.6183669186
1337	0.6183259791
1338	0.6182875225
1339	0.6182348748
1340	0.6181921479
1341	0.6181462893
1342	0.6181003561
1343	0.6180523692
1344	0.6179975988
1345	0.6179425987
1346	0.6178900139
1347	0.6178496703
1348	0.6178076146
1349	0.6177560672
1350	0.6177026019
1351	0.6176498567
1352	0.6176073388
1353	0.6175560094
1354	0.6175128633
1355	0.6174704582
1356	0.6174175323
1357	0.6173653194
1358	0.6173229334
1359	0.6172825091
1360	0.6172321395
1361	0.6171800156
1362	0.6171316552
1363	0.6170907331
1364	0.6170461123
1365	0.6169929458
1366	0.6169498933
1367	0.6169033604
1368	0.6168608038
1369	0.6168097517
1370	0.6167822732
1371	0.6167376189
1372	0.6166906406
1373	0.616642938
1374	0.616597555
1375	0.6165512893
1376	0.616504534
1377	0.6164514127
1378	0.6163970517
1379	0.6163539262
1380	0.6163134722
1381	0.6162614137
1382	0.616215281
1383	0.6161579526
1384	0.6161143156
1385	0.616072324
1386	0.6160351518
1387	0.6159949276
1388	0.615954421
1389	0.6159060815
1390	0.6158623669
1391	0.6158086938
1392	0.6157587084
1393	0.615712346
1394	0.6156640755
1395	0.6156299647
1396	0.6155940097
1397	0.6155415485
1398	0.6155009054
1399	0.6154447211
1400	0.6153998462
1401	0.6153616081
1402	0.6153156442
1403	0.6152633099
1404	0.6152177984
1405	0.6151680911
1406	0.6151235601
1407	0.6150706195
1408	0.6150260011
1409	0.614972775
1410	0.6149248547
1411	0.6148701415
1412	0.6148249355
1413	0.6147743623
1414	0.6147478373
1415	0.6146956081
1416	0.6146522065
1417	0.6146017267
1418	0.6145525991
1419	0.6144997539
1420	0.6144701664
1421	0.6144265984
1422	0.6143750344
1423	0.6143172962
1424	0.6142725731
1425	0.6142267558
1426	0.6141751857
1427	0.6141305274
1428	0.6140877104
1429	0.6140377242
1430	0.6139956773
1431	0.6139497595
1432	0.6139064153
1433	0.6138594021
1434	0.6138154066
1435	0.6137710479
1436	0.6137246368
1437	0.6136833655
1438	0.6136386248
1439	0.6135884681
1440	0.6135479419
1441	0.6135023666
1442	0.6134564039
1443	0.613408002
1444	0.6133551971
1445	0.613315165
1446	0.6132632071
1447	0.6132087997
1448	0.6131624027
1449	0.613117239
1450	0.6130722779
1451	0.613022059
1452	0.6129809476
1453	0.6129362972
1454	0.6128962022
1455	0.6128509632
1456	0.6128096316
1457	0.6127583062
1458	0.612715423
1459	0.6126747741
1460	0.612627848
1461	0.612577159
1462	0.6125353141
1463	0.6124901719
1464	0.6124408827
1465	0.6123954961
1466	0.6123608111
1467	0.612306786
1468	0.6122602556
1469	0.6122181719
1470	0.6121619561
1471	0.6121105956
1472	0.6120583778
1473	0.6120071245
1474	0.6119627979
1475	0.6119122754
1476	0.6118639926
1477	0.6118162728
1478	0.611773206
1479	0.6117289344
1480	0.611677829
1481	0.6116265847
1482	0.6115758415
1483	0.6115239048
1484	0.6114754232
1485	0.6114295251
1486	0.6113745432
1487	0.6113316769
1488	0.6112921864
1489	0.6112421494
1490	0.6112015965
1491	0.6111515762
1492	0.6111017969
1493	0.6110582005
1494	0.6110319554
1495	0.6109813498
1496	0.6109294135
1497	0.6108832857
1498	0.6108411109
1499	0.6107970437
1500	0.6107546786
1501	0.6107010247
1502	0.6106509278
1503	0.6106007704
1504	0.6105500386
1505	0.6105136981
1506	0.6104694463
1507	0.6104268788
1508	0.6103790519
1509	0.6103227423
1510	0.6102784232
1511	0.61023291
1512	0.6101768162
