iter	Logloss
1513	0.6101295259
1514	0.6100775015
1515	0.6100352289
1516	0.6099839564
1517	0.6099329882
1518	0.6098889076
1519	0.6098385393
1520	0.6097885238
1521	0.6097370559
1522	0.609694031
1523	0.6096549012
1524	0.6096128418
1525	0.6095622791
1526	0.6095253403
1527	0.6094787763
1528	0.6094282696
1529	0.6093796405
1530	0.6093285836
1531	0.6092831845
1532	0.6092451638
1533	0.6091917604
1534	0.6091392623
1535	0.6091094659
1536	0.6090684746
1537	0.6090239962
1538	0.6089746688
1539	0.608932018
1540	0.6088906384
1541	0.6088443101
1542	0.6087984427
1543	0.6087712437
1544	0.6087265062
1545	0.6086769653
1546	0.6086249131
1547	0.6085797279
1548	0.608536269
1549	0.6084878409
1550	0.6084443876
1551	0.6083991001
1552	0.6083600956
1553	0.6083168252
1554	0.6082652679
1555	0.6082154777
1556	0.6081752089
1557	0.6081270412
1558	0.6080806269
1559	0.6080319682
1560	0.6079925473
1561	0.6079414207
1562	0.6079092903
1563	0.607861175
1564	0.6078153043
1565	0.6077699371
1566	0.6077267611
1567	0.6076892203
1568	0.6076355563
1569	0.6075892939
1570	0.6075430948
1571	0.6074988466
1572	0.6074543816
1573	0.6074095213
1574	0.6073657848
1575	0.6073135533
1576	0.6072736624
1577	0.6072320012
1578	0.6071887784
1579	0.6071427352
1580	0.6070952594
1581	0.6070451769
1582	0.6069954575
1583	0.6069473532
1584	0.606904452
1585	0.6068521682
1586	0.6068021478
1587	0.60675047
1588	0.6067248479
1589	0.6066847468
1590	0.6066394371
1591	0.6065855479
1592	0.6065318469
1593	0.6064902016
1594	0.6064442372
1595	0.606404068
1596	0.6063582223
1597	0.6063180356
1598	0.6062777236
1599	0.606234507
1600	0.6061901734
1601	0.6061381959
1602	0.6060958288
1603	0.6060518002
1604	0.6060076683
1605	0.6059622355
1606	0.605912011
1607	0.605869187
1608	0.6058269389
1609	0.6057814902
1610	0.6057367887
1611	0.6056955515
1612	0.605655037
1613	0.6056153787
1614	0.6055739116
1615	0.6055480043
1616	0.6054995808
1617	0.6054616721
1618	0.6054156456
1619	0.6053643998
1620	0.6053231024
1621	0.60529488
1622	0.6052547428
1623	0.6052260976
1624	0.6051758335
1625	0.6051406151
1626	0.6051115898
1627	0.605062465
1628	0.6050131983
1629	0.6049690098
1630	0.6049184173
1631	0.604874302
1632	0.6048345499
1633	0.6047932564
1634	0.6047537291
1635	0.6047040128
1636	0.6046600875
1637	0.6046145575
1638	0.6045691259
1639	0.6045253246
1640	0.6044738261
1641	0.6044233364
1642	0.6043748653
1643	0.6043338209
1644	0.604295775
1645	0.6042433964
1646	0.6041937278
1647	0.6041527106
1648	0.604109589
1649	0.6040604577
1650	0.6040217211
1651	0.6039847748
1652	0.603959284
1653	0.6039087205
1654	0.6038591194
1655	0.6038229383
1656	0.603779523
1657	0.6037312462
1658	0.6036940484
1659	0.603644563
1660	0.6035937621
1661	0.6035432511
1662	0.6035009782
1663	0.6034590011
1664	0.603409617
1665	0.6033703966
1666	0.6033317672
1667	0.6032851793
1668	0.603249076
1669	0.6032109385
1670	0.6031704264
1671	0.6031309845
1672	0.6030876708
1673	0.6030383409
1674	0.602996945
1675	0.602957858
1676	0.6029226997
1677	0.6028782647
1678	0.6028285464
1679	0.6027864577
1680	0.6027447351
1681	0.6026995843
1682	0.602656343
1683	0.6026145986
1684	0.6025723075
1685	0.6025183456
1686	0.6024696845
1687	0.6024316165
1688	0.6023869893
1689	0.6023361402
1690	0.6022843569
1691	0.6022320406
1692	0.6021833129
1693	0.6021482346
1694	0.6020952106
1695	0.6020524444
1696	0.6020100506
1697	0.6019682015
1698	0.6019293882
1699	0.6018878446
1700	0.6018465727
1701	0.6017994448
1702	0.6017559495
1703	0.6017149002
1704	0.6016737179
1705	0.6016457016
1706	0.6016037153
1707	0.6015621056
1708	0.6015137593
1709	0.6014654579
1710	0.6014397814
1711	0.6013907023
1712	0.6013487411
1713	0.6013049734
1714	0.6012562899
1715	0.6012127564
1716	0.6011690963
1717	0.6011235107
1718	0.6010800557
1719	0.6010357027
1720	0.6009930824
1721	0.6009510657
1722	0.6009017512
1723	0.6008570969
1724	0.6008148281
1725	0.6007700637
1726	0.6007160389
1727	0.6006642636
1728	0.6006216005
1729	0.6005844897
1730	0.600540148
1731	0.6004943801
1732	0.6004520046
1733	0.6004170736
1734	0.6003709727
1735	0.6003383915
1736	0.6002890609
1737	0.600240353
1738	0.6001940926
1739	0.6001583235
1740	0.6001206335
1741	0.6000704085
1742	0.6000312575
1743	0.5999939858
1744	0.599943891
1745	0.5999026978
1746	0.5998536226
1747	0.5998029648
1748	0.5997565616
1749	0.5997100943
1750	0.5996676781
1751	0.5996180632
1752	0.5995707974
1753	0.5995379866
1754	0.5994957174
1755	0.599446177
1756	0.5994023924
1757	0.5993513895
1758	0.5993142399
1759	0.5992708621
1760	0.5992289234
1761	0.5991878087
1762	0.5991496692
1763	0.5991072497
1764	0.5990680442
1765	0.5990205657
1766	0.5989805921
1767	0.5989293678
1768	0.5988825491
1769	0.5988393148
1770	0.5987989568
1771	0.598750708
1772	0.5987048207
1773	0.5986631534
1774	0.5986127323
1775	0.5985748815
1776	0.5985359171
1777	0.5984970352
1778	0.5984571886
1779	0.5984142362
1780	0.5983760677
1781	0.5983280822
1782	0.5982776982
1783	0.5982367852
1784	0.5982000546
1785	0.5981541613
1786	0.5981094812
1787	0.5980824243
1788	0.5980351838
1789	0.5979933764
1790	0.5979561585
1791	0.5979054276
1792	0.5978537737
1793	0.5978195796
1794	0.5977698441
1795	0.5977274114
1796	0.5976848682
1797	0.5976428981
1798	0.5976036767
1799	0.5975579286
1800	0.5975165975
1801	0.5974700023
1802	0.5974222387
1803	0.59738279
1804	0.5973402057
1805	0.597302595
1806	0.5972642406
1807	0.5972140034
1808	0.5971730895
1809	0.5971388208
1810	0.5971012011
1811	0.5970517499
1812	0.5970122414
1813	0.5969821048
1814	0.5969316477
1815	0.5968978658
1816	0.5968600285
1817	0.5968151417
1818	0.5967671068
1819	0.5967222092
1820	0.5966804036
1821	0.5966355623
1822	0.5965952826
1823	0.5965601237
1824	0.5965124939
1825	0.5964713896
1826	0.5964353357
1827	0.5963864474
1828	0.5963416307
1829	0.5962968191
1830	0.5962553508
1831	0.5962184272
1832	0.5961767679
1833	0.5961358543
1834	0.5960931287
1835	0.5960472989
1836	0.5960098326
1837	0.5959678684
1838	0.5959172116
1839	0.5958772876
1840	0.5958381186
1841	0.5957959833
1842	0.5957518789
1843	0.5957012254
1844	0.5956545036
1845	0.5956149796
1846	0.595572324
1847	0.5955300842
1848	0.5954948758
1849	0.5954532056
1850	0.5954023937
1851	0.595359847
1852	0.5953174367
1853	0.595270059
1854	0.5952228493
1855	0.5951821954
1856	0.5951398401
1857	0.5950976196
1858	0.5950499387
1859	0.5950072593
1860	0.5949710509
1861	0.5949249459
1862	0.5948898433
1863	0.5948443045
1864	0.594796581
1865	0.5947497969
1866	0.5947136002
1867	0.5946760054
1868	0.5946402312
1869	0.5945953495
1870	0.5945482024
1871	0.5945059525
1872	0.5944708362
1873	0.5944317788
1874	0.594389044
1875	0.5943522008
1876	0.5943184121
1877	0.5942762179
1878	0.5942364777
1879	0.5941883066
1880	0.5941493816
1881	0.594101112
1882	0.5940516094
1883	0.5940099881
1884	0.5939732123
1885	0.5939329758
1886	0.5938857121
1887	0.5938388178
1888	0.593799207
1889	0.593757524
1890	0.5937144898
1891	0.5936682501
1892	0.5936204931
1893	0.5935716765
1894	0.5935328398
1895	0.5934884031
1896	0.5934447541
1897	0.593398024
1898	0.5933547922
1899	0.5933164088
1900	0.5932812515
1901	0.593245403
1902	0.593207713
1903	0.5931652719
1904	0.5931205027
1905	0.5930758096
1906	0.5930346441
1907	0.5929874793
1908	0.592948568
1909	0.5929078683
1910	0.5928659467
1911	0.5928186999
1912	0.5927827206
1913	0.5927377476
1914	0.592688267
1915	0.5926507219
1916	0.5926100326
1917	0.5925685335
1918	0.5925271935
1919	0.592494657
1920	0.5924550262
1921	0.5924065611
1922	0.5923631865
1923	0.5923206028
1924	0.5922825782
1925	0.5922532326
1926	0.592209268
1927	0.592171502
1928	0.5921247142
1929	0.5920868243
1930	0.5920359951
1931	0.5919860796
1932	0.5919460458
1933	0.5919089222
1934	0.5918647181
1935	0.5918162601
1936	0.5917685152
1937	0.5917257
1938	0.5916891384
1939	0.5916474598
1940	0.5915982321
1941	0.5915496498
1942	0.5915044922
1943	0.591458833
1944	0.5914189983
1945	0.591381278
1946	0.5913452447
1947	0.5913038853
1948	0.5912704912
1949	0.5912335515
1950	0.5911938904
1951	0.5911549361
1952	0.5911149206
1953	0.5910740915
1954	0.5910333545
1955	0.5909944025
1956	0.5909438087
1957	0.5908939743
1958	0.5908575299
1959	0.5908331712
1960	0.5907858747
1961	0.5907359707
1962	0.5906972034
1963	0.5906617157
1964	0.5906186398
1965	0.5905783431
1966	0.590531749
1967	0.5904912324
1968	0.590450004
1969	0.5904086739
1970	0.5903667003
1971	0.590329994
1972	0.5902954888
1973	0.5902527439
1974	0.5902133349
1975	0.5901729801
1976	0.5901474144
1977	0.590100935
1978	0.5900574899
1979	0.5900066899
1980	0.589966297
1981	0.589932583
1982	0.5899004683
1983	0.5898572287
1984	0.5898142693
1985	0.589762979
1986	0.5897191171
1987	0.589676728
1988	0.589639351
1989	0.5895987103
1990	0.5895599106
1991	0.5895294063
1992	0.5894806925
1993	0.589447942
1994	0.5894151854
1995	0.5893782916
1996	0.5893365332
1997	0.5892928755
1998	0.5892603701
1999	0.5892161809
2000	0.5891736426
2001	0.5891266994
2002	0.5890839211
2003	0.5890505498
2004	0.5890042072
2005	0.5889617147
2006	0.5889185585
2007	0.5888695181
2008	0.5888301571
2009	0.5887895935
2010	0.588751237
2011	0.5887005676
2012	0.5886598016
2013	0.5886186322
2014	0.5885744906
2015	0.5885289449
2016	0.5884917668
2017	0.5884639599
2018	0.5884303156
2019	0.5883957142
2020	0.5883597488
2021	0.5883216385
2022	0.588275129
2023	0.5882291965
2024	0.5881962477
2025	0.5881492988
2026	0.5880999431
2027	0.5880599633
2028	0.5880104609
2029	0.5879664225
2030	0.5879325481
2031	0.5878843032
2032	0.5878516658
2033	0.5878140431
2034	0.5877793549
2035	0.5877450124
2036	0.5876968386
2037	0.5876513165
2038	0.5876045161
2039	0.5875677182
2040	0.5875366038
2041	0.5874981699
2042	0.5874607055
2043	0.5874201544
2044	0.5873801599
2045	0.5873344681
2046	0.5872991526
2047	0.5872529474
2048	0.5872079604
2049	0.5871684167
2050	0.5871238792
2051	0.5870786289
2052	0.5870400474
2053	0.5870023272
2054	0.5869657807
2055	0.5869200242
2056	0.5868727924
2057	0.5868226778
2058	0.5867849979
2059	0.5867473693
2060	0.5867015754
2061	0.5866545058
2062	0.5866148068
2063	0.5865731739
2064	0.5865318807
2065	0.5864920742
2066	0.5864551682
2067	0.5864134495
2068	0.5863716293
2069	0.5863451436
2070	0.5863064625
2071	0.586268626
2072	0.5862325574
2073	0.5861887897
2074	0.5861527012
2075	0.586113604
2076	0.5860717755
2077	0.5860250269
2078	0.5859830621
2079	0.5859454742
2080	0.5859110686
2081	0.5858702603
2082	0.5858261118
2083	0.5857844101
2084	0.5857396289
2085	0.5857011705
2086	0.5856682027
2087	0.5856386585
2088	0.5855980525
2089	0.5855607632
2090	0.5855251339
2091	0.5854845424
2092	0.5854397779
2093	0.58539949
2094	0.5853624614
2095	0.5853159879
2096	0.5852757963
2097	0.5852390104
2098	0.5851906524
2099	0.5851530916
2100	0.5851133123
2101	0.5850743755
2102	0.5850279738
2103	0.5849854242
2104	0.5849473268
2105	0.5849029358
2106	0.5848616836
2107	0.5848175136
2108	0.5847856957
2109	0.5847452703
2110	0.5846984971
2111	0.584663243
2112	0.5846174401
2113	0.5845850194
2114	0.5845423087
2115	0.5845013983
2116	0.5844620718
2117	0.5844279404
2118	0.5843885968
2119	0.5843479098
2120	0.5843100226
2121	0.5842654893
2122	0.5842238969
2123	0.5841875894
2124	0.5841428816
2125	0.5840991217
2126	0.5840539164
2127	0.5840161228
2128	0.5839710906
2129	0.5839316176
2130	0.5838948944
2131	0.5838594281
2132	0.5838160878
2133	0.5837772647
2134	0.5837339115
2135	0.5836897889
2136	0.5836543837
2137	0.5836150924
2138	0.5835818951
2139	0.5835444288
2140	0.5835220174
2141	0.5834866107
2142	0.583443068
2143	0.5834088677
2144	0.5833690004
2145	0.5833232728
2146	0.5832773271
2147	0.5832438153
2148	0.5831993919
2149	0.583157279
2150	0.583110905
2151	0.5830783343
2152	0.5830411693
2153	0.5830029718
2154	0.5829624882
2155	0.5829232933
2156	0.5828757299
2157	0.5828379715
2158	0.5827929466
2159	0.5827556995
2160	0.5827220535
2161	0.5826776217
2162	0.582630531
2163	0.5825827322
2164	0.5825345281
2165	0.5824922079
2166	0.5824485208
2167	0.5824043712
2168	0.5823666839
2169	0.5823215602
2170	0.5822875202
2171	0.582262349
2172	0.5822254742
2173	0.5821774046
2174	0.5821351411
2175	0.5820987575
2176	0.5820653113
2177	0.5820172964
2178	0.5819702087
2179	0.5819244416
2180	0.5818853148
2181	0.5818427499
2182	0.5818073228
2183	0.5817691046
2184	0.5817240529
2185	0.5816936032
2186	0.5816580071
2187	0.5816203125
2188	0.5815836046
2189	0.5815448842
2190	0.5815009045
2191	0.5814600812
2192	0.5814250812
2193	0.581386419
2194	0.581343564
2195	0.5813032862
2196	0.581260484
2197	0.581221752
2198	0.5811829626
2199	0.5811413046
2200	0.5811009447
2201	0.5810716061
2202	0.5810280588
2203	0.5809899109
2204	0.5809566645
2205	0.580918785
2206	0.5808809599
2207	0.5808445061
2208	0.5808005232
2209	0.5807543665
2210	0.5807180989
2211	0.580680189
2212	0.5806379086
2213	0.5806038038
2214	0.5805706656
2215	0.5805238475
2216	0.5804872799
2217	0.5804446512
2218	0.5804061356
2219	0.5803603552
2220	0.5803143822
2221	0.5802796808
2222	0.5802340482
2223	0.5801967444
2224	0.5801520141
2225	0.5801101794
2226	0.5800657686
2227	0.5800241621
2228	0.5799855252
2229	0.5799461334
2230	0.5799012951
2231	0.5798686514
2232	0.5798384527
2233	0.5797948727
2234	0.5797488631
2235	0.5797145437
2236	0.579670311
2237	0.5796341717
2238	0.579597734
2239	0.579550774
2240	0.5795180067
2241	0.5794857394
2242	0.5794468992
2243	0.5794036147
2244	0.5793655428
2245	0.5793306593
2246	0.579286178
2247	0.5792396065
2248	0.5791956939
2249	0.5791564788
2250	0.579117949
2251	0.5790799575
2252	0.5790375872
2253	0.5790046145
2254	0.5789666507
2255	0.5789355609
2256	0.578897083
2257	0.5788603986
2258	0.578814582
2259	0.5787777225
2260	0.5787379268
2261	0.5787031391
2262	0.5786650867
2263	0.57862893
2264	0.5785921697
2265	0.5785475553
2266	0.578499712
2267	0.5784623103
2268	0.5784254155
2269	0.5783867674
2270	0.5783468407
2271	0.5783074524
2272	0.5782659648
2273	0.578228284
2274	0.5781824208
2275	0.5781415648
2276	0.578101896
2277	0.5780646451
2278	0.5780257475
2279	0.5779845589
2280	0.5779441043
2281	0.5779101843
2282	0.5778704514
2283	0.5778262528
2284	0.5777969189
2285	0.5777617104
2286	0.5777237715
2287	0.5776755602
2288	0.5776540513
2289	0.5776171428
2290	0.5775761206
2291	0.5775368545
2292	0.5774927072
2293	0.5774547151
2294	0.5774220906
2295	0.577383369
2296	0.5773488545
2297	0.5773140594
2298	0.5772757818
2299	0.5772381723
2300	0.577195791
2301	0.577159145
2302	0.5771134853
2303	0.5770686012
2304	0.5770348938
2305	0.5770010322
2306	0.576962992
2307	0.5769241631
2308	0.5768871551
2309	0.5768463427
2310	0.5768124166
2311	0.5767713635
2312	0.5767387925
2313	0.5767054712
2314	0.5766608584
2315	0.5766202543
2316	0.5765737101
2317	0.5765428078
2318	0.5765083694
2319	0.5764645976
2320	0.5764165482
2321	0.5763770431
2322	0.5763381158
2323	0.5763021162
2324	0.5762606516
2325	0.5762147249
2326	0.5761789624
2327	0.5761362499
2328	0.5761005519
2329	0.576053803
2330	0.5760135652
2331	0.5759732403
2332	0.5759285056
2333	0.5758861821
2334	0.5758444252
2335	0.5758021249
2336	0.5757613555
2337	0.5757400683
2338	0.5757039626
2339	0.5756602473
2340	0.575620967
2341	0.5755765968
2342	0.5755487146
2343	0.5755065411
2344	0.5754649954
2345	0.5754358857
2346	0.5753932334
2347	0.5753482984
2348	0.5753117625
2349	0.5752750627
2350	0.5752347696
2351	0.5751984917
2352	0.5751663975
2353	0.5751262797
2354	0.5750872505
2355	0.5750533781
2356	0.5750184584
2357	0.5749890982
2358	0.574952675
2359	0.5749103588
2360	0.5748781863
2361	0.5748392041
2362	0.5747995237
2363	0.574761596
2364	0.5747264505
2365	0.5746884324
2366	0.5746511572
2367	0.5746115478
2368	0.5745725786
2369	0.5745343178
2370	0.5745003007
2371	0.5744707984
2372	0.5744290889
2373	0.574392595
2374	0.5743477146
2375	0.5743085706
2376	0.5742722952
2377	0.5742366459
2378	0.5741966731
2379	0.5741629622
2380	0.5741270036
2381	0.5740859354
2382	0.5740450909
2383	0.5740037559
2384	0.5739679842
2385	0.573926783
2386	0.5738866179
2387	0.5738453002
2388	0.5738080053
2389	0.573776071
2390	0.5737515071
2391	0.5737130258
2392	0.5736696484
2393	0.5736348638
2394	0.5735938526
2395	0.5735548023
2396	0.5735118445
2397	0.573476836
2398	0.5734427721
2399	0.5734111121
2400	0.5733732545
2401	0.5733387845
2402	0.5732978741
2403	0.5732611949
2404	0.5732270824
2405	0.5731813201
2406	0.5731442339
2407	0.5731042453
2408	0.5730614519
2409	0.5730232517
2410	0.5729848513
2411	0.5729459584
2412	0.5729094728
2413	0.5728809837
2414	0.5728446976
2415	0.5728151938
2416	0.5727858967
2417	0.5727393261
2418	0.5727062098
2419	0.572667772
2420	0.5726346189
2421	0.5725983868
2422	0.5725566795
2423	0.5725209156
2424	0.5724761593
2425	0.5724352298
2426	0.5723999613
2427	0.5723559932
2428	0.5723146515
2429	0.5722796544
2430	0.5722567633
2431	0.5722103568
2432	0.5721731789
2433	0.5721391384
2434	0.5721017331
2435	0.5720609068
2436	0.5720143525
2437	0.5719805253
2438	0.5719468275
2439	0.5719148134
2440	0.5718783981
2441	0.571836404
2442	0.571811224
2443	0.5717806104
2444	0.5717445577
2445	0.5717044448
2446	0.5716652901
2447	0.5716212161
2448	0.5715898523
2449	0.5715591233
2450	0.5715171477
2451	0.5714806336
2452	0.5714371854
2453	0.5713966312
2454	0.5713508012
2455	0.5713036496
2456	0.5712647775
2457	0.5712277219
2458	0.5711862704
2459	0.5711461246
2460	0.571111289
2461	0.5710754398
2462	0.5710333152
2463	0.5709966237
2464	0.5709607762
2465	0.5709180176
2466	0.5708782407
2467	0.5708418368
2468	0.5707994947
2469	0.5707655728
2470	0.5707301664
2471	0.5706923897
2472	0.5706620407
2473	0.570622517
2474	0.5705906411
2475	0.5705683717
2476	0.5705308976
2477	0.5704852797
2478	0.5704428711
2479	0.5704036136
2480	0.5703656704
2481	0.5703332704
2482	0.5702998276
2483	0.57025845
2484	0.5702165292
2485	0.570174758
2486	0.5701420233
2487	0.570111269
2488	0.5700667986
2489	0.5700247061
2490	0.5699830124
2491	0.5699395075
2492	0.569902737
2493	0.5698610708
2494	0.569827597
2495	0.5697970857
2496	0.5697658377
2497	0.5697354962
2498	0.569694277
2499	0.5696527954
2500	0.5696095619
2501	0.5695701934
2502	0.5695305316
2503	0.5694900683
2504	0.5694539482
2505	0.569424453
2506	0.5693926285
2507	0.5693517228
2508	0.5693166126
2509	0.5692809082
2510	0.5692459695
2511	0.5692045119
2512	0.5691657476
2513	0.5691229574
2514	0.5690870018
2515	0.5690573932
2516	0.5690279687
2517	0.5689921464
2518	0.5689524762
2519	0.5689074006
2520	0.5688749483
2521	0.5688378828
2522	0.568813638
2523	0.5687786846
2524	0.5687521367
2525	0.5687120166
2526	0.5686919347
2527	0.5686543645
2528	0.5686216486
2529	0.5685917446
2530	0.5685525882
2531	0.568515383
2532	0.5684724793
2533	0.5684319123
2534	0.5683928192
2535	0.56834981
2536	0.5683201822
2537	0.568276782
2538	0.5682323547
2539	0.5681938944
2540	0.5681526572
2541	0.5681098798
2542	0.5680695789
2543	0.5680290315
2544	0.5680003139
2545	0.5679608896
2546	0.5679214353
2547	0.5678841001
2548	0.5678480581
2549	0.5678149553
2550	0.5677800375
2551	0.5677455566
2552	0.5677103726
2553	0.5676686531
2554	0.5676273287
2555	0.5675941574
2556	0.5675527775
2557	0.5675132596
2558	0.5674776531
2559	0.5674348911
2560	0.5673932714
2561	0.5673610697
2562	0.5673303599
2563	0.5673028022
2564	0.5672670727
2565	0.5672362736
2566	0.5671972867
2567	0.5671586077
2568	0.5671160448
2569	0.5670852764
2570	0.567051399
2571	0.5670060935
2572	0.5669718026
2573	0.5669326391
2574	0.5668974854
2575	0.5668657014
2576	0.5668301589
2577	0.5667945663
2578	0.5667532232
2579	0.5667168027
2580	0.5666830708
2581	0.5666510096
2582	0.5666173978
2583	0.5665871019
2584	0.5665444956
2585	0.5664983038
2586	0.5664601897
2587	0.5664286902
2588	0.5663951382
2589	0.5663614609
2590	0.5663227036
2591	0.5662791267
2592	0.5662428421
2593	0.5662014474
2594	0.5661622803
2595	0.5661280466
2596	0.5660974664
2597	0.5660537935
2598	0.5660203691
2599	0.565980167
2600	0.5659444529
2601	0.565905007
2602	0.565866009
2603	0.5658370988
2604	0.5658102158
2605	0.5657679387
2606	0.5657261948
2607	0.5656933653
2608	0.5656544961
2609	0.5656237098
2610	0.565588612
2611	0.5655514377
2612	0.5655077327
2613	0.5654658524
2614	0.5654289502
2615	0.5653865915
2616	0.5653549072
2617	0.5653151225
2618	0.5652814989
2619	0.565249019
2620	0.5652065122
2621	0.5651734172
2622	0.5651419895
2623	0.5651225361
2624	0.565082569
2625	0.5650571103
2626	0.5650179909
2627	0.5649882921
2628	0.5649518459
2629	0.5649195991
2630	0.5648785315
2631	0.5648460216
2632	0.5648126886
2633	0.5647756397
2634	0.564739846
2635	0.5647087526
2636	0.5646699678
2637	0.564631404
2638	0.5645900987
2639	0.5645586187
2640	0.5645156407
2641	0.564473599
2642	0.5644345617
2643	0.564391549
2644	0.5643521361
2645	0.5643101372
2646	0.5642739276
2647	0.5642385953
2648	0.5642050158
2649	0.5641645251
2650	0.5641252266
2651	0.5640919955
2652	0.5640617337
2653	0.5640278255
2654	0.5639924009
2655	0.5639600661
2656	0.5639193054
2657	0.5638816115
2658	0.563853428
2659	0.5638151001
2660	0.5637842784
2661	0.5637493665
2662	0.5637096613
2663	0.5636665852
2664	0.5636216236
2665	0.5635839079
2666	0.5635416867
2667	0.5635027062
2668	0.5634615883
2669	0.5634276894
2670	0.5633876876
2671	0.5633478081
2672	0.5633216398
2673	0.5632843552
2674	0.563241361
2675	0.5632088522
2676	0.5631674213
2677	0.5631267132
2678	0.563100961
2679	0.5630616342
2680	0.5630219482
2681	0.5629818729
2682	0.5629397703
2683	0.5629006392
2684	0.5628679434
2685	0.5628274666
2686	0.5627941729
2687	0.5627603514
2688	0.5627265732
2689	0.5626831249
2690	0.5626474067
2691	0.5626170306
2692	0.5625798154
2693	0.5625453695
2694	0.5625075482
2695	0.5624654898
2696	0.5624328144
2697	0.5623979727
2698	0.5623659632
2699	0.5623356761
2700	0.5622941043
2701	0.5622598481
2702	0.562214875
2703	0.5621755948
2704	0.5621425305
2705	0.5621082681
2706	0.5620788683
2707	0.5620408526
2708	0.5620067106
2709	0.5619719192
2710	0.5619357392
2711	0.5619052361
2712	0.5618706962
2713	0.5618371973
2714	0.561804811
2715	0.5617764011
2716	0.5617407633
2717	0.5617144194
2718	0.5616750247
2719	0.5616411377
2720	0.5615984581
2721	0.5615666027
2722	0.5615330848
2723	0.561495615
2724	0.5614580744
2725	0.5614216795
2726	0.5613823627
2727	0.561348306
2728	0.5613078298
2729	0.5612758884
2730	0.5612362431
2731	0.5612055874
2732	0.5611715048
2733	0.5611379398
2734	0.5611025738
2735	0.5610663907
2736	0.5610278833
2737	0.5609880034
2738	0.5609474607
2739	0.5609044508
2740	0.5608713116
2741	0.5608309886
2742	0.5607941219
2743	0.5607549998
2744	0.5607228717
2745	0.5606890426
2746	0.5606497587
2747	0.5606206885
2748	0.5605932842
2749	0.5605559506
2750	0.5605218064
2751	0.5604845096
2752	0.5604654324
2753	0.5604413331
2754	0.5604107982
2755	0.5603700316
2756	0.5603339626
2757	0.5602918423
2758	0.5602549128
2759	0.5602243765
2760	0.5601936927
2761	0.560157104
2762	0.5601203425
2763	0.5600878269
2764	0.5600487943
2765	0.5600193603
2766	0.5599854381
2767	0.5599494909
2768	0.5599302991
2769	0.559900609
2770	0.559861653
2771	0.5598308391
2772	0.5597995622
2773	0.5597602073
2774	0.5597233905
2775	0.5596905181
2776	0.5596562627
2777	0.5596313839
2778	0.5595948027
2779	0.5595612521
2780	0.559527065
2781	0.5594905439
2782	0.5594518759
2783	0.5594189923
2784	0.5593863034
2785	0.5593536687
2786	0.5593196505
2787	0.5592875854
2788	0.5592565478
2789	0.5592149691
2790	0.5591841209
2791	0.5591426552
2792	0.5591029524
2793	0.5590682465
2794	0.5590298619
2795	0.5589965234
2796	0.5589586736
2797	0.5589268284
2798	0.5589003067
2799	0.558860194
2800	0.5588266509
2801	0.5587901184
2802	0.5587514795
2803	0.5587258577
2804	0.5586847179
2805	0.5586458748
2806	0.5586024412
2807	0.5585787778
2808	0.5585461742
2809	0.5585122111
2810	0.558481606
2811	0.5584463818
2812	0.5584091404
2813	0.5583766803
2814	0.5583365334
2815	0.5583037824
2816	0.558263765
2817	0.5582387248
2818	0.5582014772
2819	0.5581647736
2820	0.5581328446
2821	0.5581111991
2822	0.5580712378
2823	0.5580353948
2824	0.5580011632
2825	0.5579678119
2826	0.5579378698
2827	0.5578993622
2828	0.5578645467
2829	0.5578308267
2830	0.557800059
2831	0.5577590647
2832	0.5577209997
2833	0.557695244
2834	0.5576657957
2835	0.5576318933
2836	0.5575912501
2837	0.5575610999
2838	0.5575288651
2839	0.557498477
2840	0.5574595272
2841	0.5574198051
2842	0.5573898465
2843	0.5573518172
2844	0.557324338
2845	0.5572968297
2846	0.5572673841
2847	0.5572279303
2848	0.5572019352
2849	0.5571645246
2850	0.5571290468
2851	0.5570926597
2852	0.5570618248
2853	0.5570331104
2854	0.5569957608
2855	0.556960933
2856	0.5569173724
2857	0.5568848225
2858	0.5568462382
2859	0.5568146658
2860	0.5567800918
2861	0.5567512408
2862	0.5567188495
2863	0.5566865998
2864	0.5566561174
2865	0.5566192191
2866	0.5565774981
2867	0.556539471
2868	0.5565205134
2869	0.5564842963
2870	0.5564559937
2871	0.5564180133
2872	0.5563859571
2873	0.5563532386
2874	0.5563201747
2875	0.5562817887
2876	0.5562499512
2877	0.5562208152
2878	0.5561906712
2879	0.5561537176
2880	0.5561329543
2881	0.5561014672
2882	0.5560635762
2883	0.5560255911
2884	0.5559998673
2885	0.5559587563
2886	0.5559186162
2887	0.5559002812
2888	0.5558693432
2889	0.5558412893
2890	0.5558040514
2891	0.555766954
2892	0.5557344026
2893	0.555703171
2894	0.5556640082
2895	0.5556271168
2896	0.5555887651
2897	0.5555581274
2898	0.555520992
2899	0.5554853645
2900	0.555444656
2901	0.5554101123
2902	0.5553818769
2903	0.5553483745
2904	0.5553131373
2905	0.5552778502
2906	0.5552497518
2907	0.5552172843
2908	0.5551799699
2909	0.5551435145
2910	0.5551162035
2911	0.5550820264
2912	0.5550441766
2913	0.555011309
2914	0.5549791039
2915	0.5549506932
2916	0.5549188188
2917	0.5548826147
2918	0.5548452425
2919	0.5548172751
2920	0.5547859349
2921	0.5547595661
2922	0.5547211914
2923	0.5547014776
2924	0.5546612106
2925	0.554628602
2926	0.5545925183
